"Step","devoted-violet-4 - train_accuracy","devoted-violet-4 - train_accuracy__MIN","devoted-violet-4 - train_accuracy__MAX","devoted-violet-4 - val_accuracy","devoted-violet-4 - val_accuracy__MIN","devoted-violet-4 - val_accuracy__MAX"
"69","0.5391891891891891","0.5391891891891891","0.5391891891891891","0.53","0.53","0.53"
"71","0.5437837837837837","0.5437837837837837","0.5437837837837837","0.5","0.5","0.5"
"73","0.5435135135135136","0.5435135135135136","0.5435135135135136","0.5","0.5","0.5"
"75","0.5410810810810812","0.5410810810810812","0.5410810810810812","0.53","0.53","0.53"
"77","0.5413513513513512","0.5413513513513512","0.5413513513513512","0.53","0.53","0.53"
"79","0.5432432432432432","0.5432432432432432","0.5432432432432432","0.53","0.53","0.53"
"81","0.5475675675675674","0.5475675675675674","0.5475675675675674","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"83","0.5429729729729729","0.5429729729729729","0.5429729729729729","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"85","0.5467567567567566","0.5467567567567566","0.5467567567567566","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"87","0.5489189189189189","0.5489189189189189","0.5489189189189189","0.53","0.53","0.53"
"89","0.5445945945945947","0.5445945945945947","0.5445945945945947","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"91","0.5459459459459459","0.5459459459459459","0.5459459459459459","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"93","0.5464864864864865","0.5464864864864865","0.5464864864864865","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"95","0.5454054054054055","0.5454054054054055","0.5454054054054055","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"97","0.5443243243243243","0.5443243243243243","0.5443243243243243","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"99","0.5454054054054054","0.5454054054054054","0.5454054054054054","0.59","0.59","0.59"
"101","0.5494594594594595","0.5494594594594595","0.5494594594594595","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"103","0.5491891891891892","0.5491891891891892","0.5491891891891892","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"105","0.5410810810810811","0.5410810810810811","0.5410810810810811","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"107","0.5481081081081083","0.5481081081081083","0.5481081081081083","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"109","0.5486486486486487","0.5486486486486487","0.5486486486486487","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"111","0.5483783783783782","0.5483783783783782","0.5483783783783782","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"113","0.5443243243243243","0.5443243243243243","0.5443243243243243","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"115","0.5470270270270269","0.5470270270270269","0.5470270270270269","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"117","0.5445945945945945","0.5445945945945945","0.5445945945945945","0.53","0.53","0.53"
"119","0.5478378378378381","0.5478378378378381","0.5478378378378381","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"121","0.5489189189189188","0.5489189189189188","0.5489189189189188","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"123","0.5524324324324322","0.5524324324324322","0.5524324324324322","0.5","0.5","0.5"
"125","0.5527027027027028","0.5527027027027028","0.5527027027027028","0.5","0.5","0.5"
"127","0.5559459459459459","0.5559459459459459","0.5559459459459459","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"129","0.5502702702702702","0.5502702702702702","0.5502702702702702","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"131","0.5475675675675675","0.5475675675675675","0.5475675675675675","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"133","0.5499999999999999","0.5499999999999999","0.5499999999999999","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"135","0.5556756756756759","0.5556756756756759","0.5556756756756759","0.53","0.53","0.53"
"137","0.5491891891891892","0.5491891891891892","0.5491891891891892","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"139","0.5510810810810812","0.5510810810810812","0.5510810810810812","0.53","0.53","0.53"
"141","0.5543243243243244","0.5543243243243244","0.5543243243243244","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"143","0.5532432432432433","0.5532432432432433","0.5532432432432433","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"145","0.5535135135135135","0.5535135135135135","0.5535135135135135","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"147","0.5513513513513513","0.5513513513513513","0.5513513513513513","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"149","0.5575675675675678","0.5575675675675678","0.5575675675675678","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"151","0.5564864864864866","0.5564864864864866","0.5564864864864866","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"153","0.5545945945945947","0.5545945945945947","0.5545945945945947","0.53","0.53","0.53"
"155","0.5505405405405407","0.5505405405405407","0.5505405405405407","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"157","0.5564864864864865","0.5564864864864865","0.5564864864864865","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"159","0.5545945945945947","0.5545945945945947","0.5545945945945947","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"161","0.559189189189189","0.559189189189189","0.559189189189189","0.5","0.5","0.5"
"163","0.5545945945945945","0.5545945945945945","0.5545945945945945","0.53","0.53","0.53"
"165","0.5599999999999998","0.5599999999999998","0.5599999999999998","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"167","0.5572972972972974","0.5572972972972974","0.5572972972972974","0.59","0.59","0.59"
"169","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"171","0.5551351351351352","0.5551351351351352","0.5551351351351352","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"173","0.5589189189189189","0.5589189189189189","0.5589189189189189","0.59","0.59","0.59"
"175","0.5616216216216215","0.5616216216216215","0.5616216216216215","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"177","0.5675675675675673","0.5675675675675673","0.5675675675675673","0.59","0.59","0.59"
"179","0.5632432432432432","0.5632432432432432","0.5632432432432432","0.59","0.59","0.59"
"181","0.5610810810810809","0.5610810810810809","0.5610810810810809","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"183","0.5575675675675676","0.5575675675675676","0.5575675675675676","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"185","0.5667567567567566","0.5667567567567566","0.5667567567567566","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"187","0.5670270270270269","0.5670270270270269","0.5670270270270269","0.59","0.59","0.59"
"189","0.5654054054054054","0.5654054054054054","0.5654054054054054","0.62","0.62","0.62"
"191","0.565135135135135","0.565135135135135","0.565135135135135","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"193","0.567027027027027","0.567027027027027","0.567027027027027","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"195","0.5743243243243243","0.5743243243243243","0.5743243243243243","0.59","0.59","0.59"
"197","0.5702702702702701","0.5702702702702701","0.5702702702702701","0.59","0.59","0.59"
"199","0.5705405405405405","0.5705405405405405","0.5705405405405405","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"201","0.5759459459459458","0.5759459459459458","0.5759459459459458","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"203","0.5762162162162162","0.5762162162162162","0.5762162162162162","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"205","0.5713513513513513","0.5713513513513513","0.5713513513513513","0.59","0.59","0.59"
"207","0.5732432432432433","0.5732432432432433","0.5732432432432433","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"209","0.5756756756756758","0.5756756756756758","0.5756756756756758","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"211","0.574054054054054","0.574054054054054","0.574054054054054","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"213","0.5772972972972974","0.5772972972972974","0.5772972972972974","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"215","0.579189189189189","0.579189189189189","0.579189189189189","0.59","0.59","0.59"
"217","0.5762162162162159","0.5762162162162159","0.5762162162162159","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"219","0.581081081081081","0.581081081081081","0.581081081081081","0.63","0.63","0.63"
"221","0.5818918918918919","0.5818918918918919","0.5818918918918919","0.66","0.66","0.66"
"223","0.5818918918918918","0.5818918918918918","0.5818918918918918","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"225","0.5797297297297296","0.5797297297297296","0.5797297297297296","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"227","0.5856756756756756","0.5856756756756756","0.5856756756756756","0.62","0.62","0.62"
"229","0.5800000000000001","0.5800000000000001","0.5800000000000001","0.62","0.62","0.62"
"231","0.5883783783783784","0.5883783783783784","0.5883783783783784","0.62","0.62","0.62"
"233","0.5827027027027027","0.5827027027027027","0.5827027027027027","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"235","0.5883783783783783","0.5883783783783783","0.5883783783783783","0.63","0.63","0.63"
"237","0.5948648648648647","0.5948648648648647","0.5948648648648647","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"239","0.5905405405405405","0.5905405405405405","0.5905405405405405","0.62","0.62","0.62"
"241","0.5862162162162162","0.5862162162162162","0.5862162162162162","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"243","0.5875675675675673","0.5875675675675673","0.5875675675675673","0.63","0.63","0.63"
"245","0.5959459459459461","0.5959459459459461","0.5959459459459461","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"247","0.5905405405405405","0.5905405405405405","0.5905405405405405","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"249","0.5937837837837837","0.5937837837837837","0.5937837837837837","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"251","0.5889189189189188","0.5889189189189188","0.5889189189189188","0.63","0.63","0.63"
"253","0.6021621621621623","0.6021621621621623","0.6021621621621623","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"255","0.6035135135135135","0.6035135135135135","0.6035135135135135","0.63","0.63","0.63"
"257","0.6008108108108108","0.6008108108108108","0.6008108108108108","0.62","0.62","0.62"
"259","0.5994594594594594","0.5994594594594594","0.5994594594594594","0.63","0.63","0.63"
"261","0.5945945945945944","0.5945945945945944","0.5945945945945944","0.62","0.62","0.62"
"263","0.604054054054054","0.604054054054054","0.604054054054054","0.63","0.63","0.63"
"265","0.5948648648648648","0.5948648648648648","0.5948648648648648","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"267","0.604054054054054","0.604054054054054","0.604054054054054","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"269","0.607027027027027","0.607027027027027","0.607027027027027","0.66","0.66","0.66"
"271","0.6110810810810811","0.6110810810810811","0.6110810810810811","0.66","0.66","0.66"
"273","0.6151351351351348","0.6151351351351348","0.6151351351351348","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"275","0.6078378378378378","0.6078378378378378","0.6078378378378378","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"277","0.6143243243243243","0.6143243243243243","0.6143243243243243","0.63","0.63","0.63"
"279","0.6145945945945945","0.6145945945945945","0.6145945945945945","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"281","0.614054054054054","0.614054054054054","0.614054054054054","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"283","0.6154054054054053","0.6154054054054053","0.6154054054054053","0.63","0.63","0.63"
"285","0.6191891891891891","0.6191891891891891","0.6191891891891891","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"287","0.6267567567567568","0.6267567567567568","0.6267567567567568","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"289","0.6199999999999999","0.6199999999999999","0.6199999999999999","0.66","0.66","0.66"
"291","0.6162162162162161","0.6162162162162161","0.6162162162162161","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"293","0.629189189189189","0.629189189189189","0.629189189189189","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"295","0.6227027027027028","0.6227027027027028","0.6227027027027028","0.62","0.62","0.62"
"297","0.6294594594594596","0.6294594594594596","0.6294594594594596","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"299","0.6270270270270271","0.6270270270270271","0.6270270270270271","0.66","0.66","0.66"
"301","0.6291891891891893","0.6291891891891893","0.6291891891891893","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"303","0.6291891891891891","0.6291891891891891","0.6291891891891891","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"305","0.6305405405405405","0.6305405405405405","0.6305405405405405","0.63","0.63","0.63"
"307","0.6310810810810812","0.6310810810810812","0.6310810810810812","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"309","0.6397297297297297","0.6397297297297297","0.6397297297297297","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"311","0.6302702702702702","0.6302702702702702","0.6302702702702702","0.63","0.63","0.63"
"313","0.6337837837837839","0.6337837837837839","0.6337837837837839","0.63","0.63","0.63"
"315","0.6310810810810811","0.6310810810810811","0.6310810810810811","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"317","0.642972972972973","0.642972972972973","0.642972972972973","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"319","0.6370270270270272","0.6370270270270272","0.6370270270270272","0.59","0.59","0.59"
"321","0.6427027027027027","0.6427027027027027","0.6427027027027027","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"323","0.6383783783783786","0.6383783783783786","0.6383783783783786","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"325","0.6416216216216217","0.6416216216216217","0.6416216216216217","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"327","0.6478378378378378","0.6478378378378378","0.6478378378378378","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"329","0.6505405405405407","0.6505405405405407","0.6505405405405407","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"331","0.653783783783784","0.653783783783784","0.653783783783784","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"333","0.6535135135135135","0.6535135135135135","0.6535135135135135","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"335","0.6543243243243245","0.6543243243243245","0.6543243243243245","0.66","0.66","0.66"
"337","0.6610810810810812","0.6610810810810812","0.6610810810810812","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"339","0.6578378378378379","0.6578378378378379","0.6578378378378379","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"341","0.6567567567567567","0.6567567567567567","0.6567567567567567","0.62","0.62","0.62"
"343","0.653243243243243","0.653243243243243","0.653243243243243","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"345","0.6597297297297299","0.6597297297297299","0.6597297297297299","0.66","0.66","0.66"
"347","0.6732432432432431","0.6732432432432431","0.6732432432432431","0.66","0.66","0.66"
"349","0.6618918918918919","0.6618918918918919","0.6618918918918919","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"351","0.6578378378378378","0.6578378378378378","0.6578378378378378","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"353","0.6572972972972974","0.6572972972972974","0.6572972972972974","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"355","0.6618918918918919","0.6618918918918919","0.6618918918918919","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"357","0.6645945945945948","0.6645945945945948","0.6645945945945948","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"359","0.6713513513513516","0.6713513513513516","0.6713513513513516","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"361","0.6743243243243242","0.6743243243243242","0.6743243243243242","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"363","0.6770270270270271","0.6770270270270271","0.6770270270270271","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"365","0.6694594594594594","0.6694594594594594","0.6694594594594594","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"367","0.6781081081081082","0.6781081081081082","0.6781081081081082","0.75","0.75","0.75"
"369","0.6775675675675675","0.6775675675675675","0.6775675675675675","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"371","0.6883783783783786","0.6883783783783786","0.6883783783783786","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"373","0.6724324324324326","0.6724324324324326","0.6724324324324326","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"375","0.6832432432432435","0.6832432432432435","0.6832432432432435","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"377","0.6867567567567567","0.6867567567567567","0.6867567567567567","0.75","0.75","0.75"
"379","0.6889189189189191","0.6889189189189191","0.6889189189189191","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"381","0.6745945945945948","0.6745945945945948","0.6745945945945948","0.75","0.75","0.75"
"383","0.6897297297297297","0.6897297297297297","0.6897297297297297","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"385","0.6845945945945946","0.6845945945945946","0.6845945945945946","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"387","0.6905405405405407","0.6905405405405407","0.6905405405405407","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"389","0.690810810810811","0.690810810810811","0.690810810810811","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"391","0.6891891891891893","0.6891891891891893","0.6891891891891893","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"393","0.6945945945945947","0.6945945945945947","0.6945945945945947","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"395","0.6867567567567568","0.6867567567567568","0.6867567567567568","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"397","0.6924324324324325","0.6924324324324325","0.6924324324324325","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"399","0.6840540540540544","0.6840540540540544","0.6840540540540544","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"401","0.6972972972972972","0.6972972972972972","0.6972972972972972","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"403","0.7008108108108108","0.7008108108108108","0.7008108108108108","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"405","0.7016216216216214","0.7016216216216214","0.7016216216216214","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"407","0.6994594594594596","0.6994594594594596","0.6994594594594596","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"409","0.7027027027027026","0.7027027027027026","0.7027027027027026","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"411","0.6997297297297298","0.6997297297297298","0.6997297297297298","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"413","0.7032432432432432","0.7032432432432432","0.7032432432432432","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"415","0.7140540540540543","0.7140540540540543","0.7140540540540543","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"417","0.7118918918918918","0.7118918918918918","0.7118918918918918","0.66","0.66","0.66"
"419","0.7148648648648649","0.7148648648648649","0.7148648648648649","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"421","0.7154054054054053","0.7154054054054053","0.7154054054054053","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"423","0.7191891891891894","0.7191891891891894","0.7191891891891894","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"425","0.7132432432432433","0.7132432432432433","0.7132432432432433","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"427","0.7156756756756758","0.7156756756756758","0.7156756756756758","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"429","0.7027027027027026","0.7027027027027026","0.7027027027027026","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"431","0.7097297297297299","0.7097297297297299","0.7097297297297299","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"433","0.7086486486486486","0.7086486486486486","0.7086486486486486","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"435","0.7127027027027025","0.7127027027027025","0.7127027027027025","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"437","0.7118918918918918","0.7118918918918918","0.7118918918918918","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"439","0.7202702702702706","0.7202702702702706","0.7202702702702706","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"441","0.7078378378378378","0.7078378378378378","0.7078378378378378","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"443","0.7097297297297298","0.7097297297297298","0.7097297297297298","0.75","0.75","0.75"
"445","0.712972972972973","0.712972972972973","0.712972972972973","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"447","0.7189189189189189","0.7189189189189189","0.7189189189189189","0.75","0.75","0.75"
"449","0.7213513513513512","0.7213513513513512","0.7213513513513512","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"451","0.7310810810810809","0.7310810810810809","0.7310810810810809","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"453","0.722162162162162","0.722162162162162","0.722162162162162","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"455","0.7200000000000001","0.7200000000000001","0.7200000000000001","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"457","0.7272972972972976","0.7272972972972976","0.7272972972972976","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"459","0.7254054054054053","0.7254054054054053","0.7254054054054053","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"461","0.7154054054054054","0.7154054054054054","0.7154054054054054","0.75","0.75","0.75"
"463","0.7316216216216216","0.7316216216216216","0.7316216216216216","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"465","0.7189189189189189","0.7189189189189189","0.7189189189189189","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"467","0.7324324324324323","0.7324324324324323","0.7324324324324323","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"469","0.7275675675675676","0.7275675675675676","0.7275675675675676","0.75","0.75","0.75"
"471","0.7335135135135135","0.7335135135135135","0.7335135135135135","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"473","0.7362162162162162","0.7362162162162162","0.7362162162162162","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"475","0.7254054054054052","0.7254054054054052","0.7254054054054052","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"477","0.7351351351351354","0.7351351351351354","0.7351351351351354","0.75","0.75","0.75"
"479","0.7381081081081081","0.7381081081081081","0.7381081081081081","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"481","0.7327027027027027","0.7327027027027027","0.7327027027027027","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"483","0.7327027027027029","0.7327027027027029","0.7327027027027029","0.75","0.75","0.75"
"485","0.7421621621621622","0.7421621621621622","0.7421621621621622","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"487","0.728108108108108","0.728108108108108","0.728108108108108","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"489","0.7410810810810811","0.7410810810810811","0.7410810810810811","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"491","0.7305405405405407","0.7305405405405407","0.7305405405405407","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"493","0.7432432432432433","0.7432432432432433","0.7432432432432433","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"495","0.7497297297297297","0.7497297297297297","0.7497297297297297","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"497","0.7437837837837836","0.7437837837837836","0.7437837837837836","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"499","0.7405405405405406","0.7405405405405406","0.7405405405405406","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"501","0.7567567567567568","0.7567567567567568","0.7567567567567568","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"503","0.7445945945945946","0.7445945945945946","0.7445945945945946","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"505","0.7472972972972973","0.7472972972972973","0.7472972972972973","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"507","0.7427027027027029","0.7427027027027029","0.7427027027027029","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"509","0.7508108108108109","0.7508108108108109","0.7508108108108109","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"511","0.7448648648648647","0.7448648648648647","0.7448648648648647","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"513","0.7518918918918919","0.7518918918918919","0.7518918918918919","0.8299999999999992","0.8299999999999992","0.8299999999999992"
