"Step","stilted-spaceship-1 - train_accuracy","stilted-spaceship-1 - train_accuracy__MIN","stilted-spaceship-1 - train_accuracy__MAX","stilted-spaceship-1 - val_accuracy","stilted-spaceship-1 - val_accuracy__MIN","stilted-spaceship-1 - val_accuracy__MAX"
"55","0.5478378378378377","0.5478378378378377","0.5478378378378377","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"57","0.5429729729729731","0.5429729729729731","0.5429729729729731","0.59","0.59","0.59"
"59","0.5483783783783783","0.5483783783783783","0.5483783783783783","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"61","0.5464864864864865","0.5464864864864865","0.5464864864864865","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"63","0.5448648648648649","0.5448648648648649","0.5448648648648649","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"65","0.5451351351351351","0.5451351351351351","0.5451351351351351","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"67","0.5483783783783786","0.5483783783783786","0.5483783783783786","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"69","0.5464864864864866","0.5464864864864866","0.5464864864864866","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"71","0.5443243243243242","0.5443243243243242","0.5443243243243242","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"73","0.5467567567567567","0.5467567567567567","0.5467567567567567","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"75","0.5456756756756758","0.5456756756756758","0.5456756756756758","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"77","0.5505405405405406","0.5505405405405406","0.5505405405405406","0.53","0.53","0.53"
"79","0.55","0.55","0.55","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"81","0.5478378378378378","0.5478378378378378","0.5478378378378378","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"83","0.5508108108108108","0.5508108108108108","0.5508108108108108","0.53","0.53","0.53"
"85","0.5516216216216218","0.5516216216216218","0.5516216216216218","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"87","0.5532432432432431","0.5532432432432431","0.5532432432432431","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"89","0.5537837837837839","0.5537837837837839","0.5537837837837839","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"91","0.5518918918918918","0.5518918918918918","0.5518918918918918","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"93","0.5478378378378379","0.5478378378378379","0.5478378378378379","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"95","0.5499999999999999","0.5499999999999999","0.5499999999999999","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"97","0.551891891891892","0.551891891891892","0.551891891891892","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"99","0.5516216216216218","0.5516216216216218","0.5516216216216218","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"101","0.5551351351351351","0.5551351351351351","0.5551351351351351","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"103","0.5521621621621623","0.5521621621621623","0.5521621621621623","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"105","0.5556756756756758","0.5556756756756758","0.5556756756756758","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"107","0.552972972972973","0.552972972972973","0.552972972972973","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"109","0.5545945945945946","0.5545945945945946","0.5545945945945946","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"111","0.5575675675675675","0.5575675675675675","0.5575675675675675","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"113","0.5543243243243244","0.5543243243243244","0.5543243243243244","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"115","0.5548648648648647","0.5548648648648647","0.5548648648648647","0.53","0.53","0.53"
"117","0.5581081081081082","0.5581081081081082","0.5581081081081082","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"119","0.5589189189189188","0.5589189189189188","0.5589189189189188","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"121","0.5562162162162163","0.5562162162162163","0.5562162162162163","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"123","0.5610810810810812","0.5610810810810812","0.5610810810810812","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"125","0.561891891891892","0.561891891891892","0.561891891891892","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"127","0.5594594594594595","0.5594594594594595","0.5594594594594595","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"129","0.5551351351351352","0.5551351351351352","0.5551351351351352","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"131","0.5599999999999998","0.5599999999999998","0.5599999999999998","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"133","0.5613513513513514","0.5613513513513514","0.5613513513513514","0.53","0.53","0.53"
"135","0.5667567567567567","0.5667567567567567","0.5667567567567567","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"137","0.5613513513513514","0.5613513513513514","0.5613513513513514","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"139","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.53","0.53","0.53"
"141","0.5662162162162162","0.5662162162162162","0.5662162162162162","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"143","0.5664864864864864","0.5664864864864864","0.5664864864864864","0.53","0.53","0.53"
"145","0.5645945945945944","0.5645945945945944","0.5645945945945944","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"147","0.5648648648648649","0.5648648648648649","0.5648648648648649","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"149","0.5664864864864865","0.5664864864864865","0.5664864864864865","0.53","0.53","0.53"
"151","0.5616216216216215","0.5616216216216215","0.5616216216216215","0.53","0.53","0.53"
"153","0.5662162162162161","0.5662162162162161","0.5662162162162161","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"155","0.5694594594594594","0.5694594594594594","0.5694594594594594","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"157","0.5651351351351354","0.5651351351351354","0.5651351351351354","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"159","0.5659459459459459","0.5659459459459459","0.5659459459459459","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"161","0.5732432432432433","0.5732432432432433","0.5732432432432433","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"163","0.5686486486486486","0.5686486486486486","0.5686486486486486","0.53","0.53","0.53"
"165","0.5637837837837837","0.5637837837837837","0.5637837837837837","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"167","0.564864864864865","0.564864864864865","0.564864864864865","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"169","0.5702702702702703","0.5702702702702703","0.5702702702702703","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"171","0.5710810810810811","0.5710810810810811","0.5710810810810811","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"173","0.57","0.57","0.57","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"175","0.5686486486486485","0.5686486486486485","0.5686486486486485","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"177","0.5648648648648649","0.5648648648648649","0.5648648648648649","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"179","0.57","0.57","0.57","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"181","0.5708108108108108","0.5708108108108108","0.5708108108108108","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"183","0.5716216216216217","0.5716216216216217","0.5716216216216217","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"185","0.5724324324324325","0.5724324324324325","0.5724324324324325","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"187","0.5681081081081079","0.5681081081081079","0.5681081081081079","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"189","0.571891891891892","0.571891891891892","0.571891891891892","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"191","0.5737837837837837","0.5737837837837837","0.5737837837837837","0.53","0.53","0.53"
"193","0.5732432432432432","0.5732432432432432","0.5732432432432432","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"195","0.569189189189189","0.569189189189189","0.569189189189189","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"197","0.5710810810810811","0.5710810810810811","0.5710810810810811","0.53","0.53","0.53"
"199","0.577027027027027","0.577027027027027","0.577027027027027","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"201","0.5789189189189189","0.5789189189189189","0.5789189189189189","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"203","0.5783783783783782","0.5783783783783782","0.5783783783783782","0.53","0.53","0.53"
"205","0.5727027027027025","0.5727027027027025","0.5727027027027025","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"207","0.5762162162162163","0.5762162162162163","0.5762162162162163","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"209","0.574054054054054","0.574054054054054","0.574054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"211","0.574054054054054","0.574054054054054","0.574054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"213","0.5843243243243241","0.5843243243243241","0.5843243243243241","0.53","0.53","0.53"
"215","0.5813513513513514","0.5813513513513514","0.5813513513513514","0.53","0.53","0.53"
"217","0.5808108108108108","0.5808108108108108","0.5808108108108108","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"219","0.579189189189189","0.579189189189189","0.579189189189189","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"221","0.5816216216216216","0.5816216216216216","0.5816216216216216","0.53","0.53","0.53"
"223","0.5840540540540541","0.5840540540540541","0.5840540540540541","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"225","0.5772972972972973","0.5772972972972973","0.5772972972972973","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"227","0.5808108108108108","0.5808108108108108","0.5808108108108108","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"229","0.5818918918918918","0.5818918918918918","0.5818918918918918","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"231","0.5856756756756755","0.5856756756756755","0.5856756756756755","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"233","0.581081081081081","0.581081081081081","0.581081081081081","0.5","0.5","0.5"
"235","0.5829729729729729","0.5829729729729729","0.5829729729729729","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"237","0.5799999999999998","0.5799999999999998","0.5799999999999998","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"239","0.5854054054054054","0.5854054054054054","0.5854054054054054","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"241","0.5856756756756757","0.5856756756756757","0.5856756756756757","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"243","0.5897297297297296","0.5897297297297296","0.5897297297297296","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"245","0.5754054054054054","0.5754054054054054","0.5754054054054054","0.5","0.5","0.5"
"247","0.5816216216216217","0.5816216216216217","0.5816216216216217","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"249","0.585135135135135","0.585135135135135","0.585135135135135","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"251","0.5808108108108108","0.5808108108108108","0.5808108108108108","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"253","0.5856756756756756","0.5856756756756756","0.5856756756756756","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"255","0.5867567567567565","0.5867567567567565","0.5867567567567565","0.53","0.53","0.53"
"257","0.585945945945946","0.585945945945946","0.585945945945946","0.53","0.53","0.53"
"259","0.5827027027027029","0.5827027027027029","0.5827027027027029","0.53","0.53","0.53"
"261","0.5867567567567569","0.5867567567567569","0.5867567567567569","0.53","0.53","0.53"
"263","0.5827027027027025","0.5827027027027025","0.5827027027027025","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"265","0.5835135135135133","0.5835135135135133","0.5835135135135133","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"267","0.5908108108108108","0.5908108108108108","0.5908108108108108","0.5","0.5","0.5"
"269","0.5899999999999997","0.5899999999999997","0.5899999999999997","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"271","0.5935135135135134","0.5935135135135134","0.5935135135135134","0.5","0.5","0.5"
"273","0.5897297297297297","0.5897297297297297","0.5897297297297297","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"275","0.5945945945945945","0.5945945945945945","0.5945945945945945","0.5","0.5","0.5"
"277","0.5883783783783785","0.5883783783783785","0.5883783783783785","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"279","0.5900000000000001","0.5900000000000001","0.5900000000000001","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"281","0.5935135135135134","0.5935135135135134","0.5935135135135134","0.5","0.5","0.5"
"283","0.5945945945945947","0.5945945945945947","0.5945945945945947","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"285","0.5894594594594594","0.5894594594594594","0.5894594594594594","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"287","0.5972972972972972","0.5972972972972972","0.5972972972972972","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"289","0.5981081081081081","0.5981081081081081","0.5981081081081081","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"291","0.5954054054054053","0.5954054054054053","0.5954054054054053","0.5","0.5","0.5"
"293","0.6032432432432432","0.6032432432432432","0.6032432432432432","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"295","0.5932432432432432","0.5932432432432432","0.5932432432432432","0.5","0.5","0.5"
"297","0.5964864864864866","0.5964864864864866","0.5964864864864866","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"299","0.5964864864864861","0.5964864864864861","0.5964864864864861","0.5","0.5","0.5"
"301","0.5951351351351352","0.5951351351351352","0.5951351351351352","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"303","0.5956756756756757","0.5956756756756757","0.5956756756756757","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"305","0.5932432432432432","0.5932432432432432","0.5932432432432432","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"307","0.6032432432432433","0.6032432432432433","0.6032432432432433","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"309","0.5945945945945945","0.5945945945945945","0.5945945945945945","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"311","0.5994594594594593","0.5994594594594593","0.5994594594594593","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"313","0.6043243243243243","0.6043243243243243","0.6043243243243243","0.53","0.53","0.53"
"315","0.6005405405405403","0.6005405405405403","0.6005405405405403","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"317","0.5956756756756757","0.5956756756756757","0.5956756756756757","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"319","0.6035135135135133","0.6035135135135133","0.6035135135135133","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"321","0.6064864864864863","0.6064864864864863","0.6064864864864863","0.5","0.5","0.5"
"323","0.6013513513513513","0.6013513513513513","0.6013513513513513","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"325","0.6072972972972973","0.6072972972972973","0.6072972972972973","0.53","0.53","0.53"
"327","0.6075675675675677","0.6075675675675677","0.6075675675675677","0.53","0.53","0.53"
"329","0.6078378378378376","0.6078378378378376","0.6078378378378376","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"331","0.5999999999999999","0.5999999999999999","0.5999999999999999","0.53","0.53","0.53"
"333","0.6035135135135136","0.6035135135135136","0.6035135135135136","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"335","0.6064864864864864","0.6064864864864864","0.6064864864864864","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"337","0.6032432432432431","0.6032432432432431","0.6032432432432431","0.5","0.5","0.5"
"339","0.6078378378378377","0.6078378378378377","0.6078378378378377","0.5","0.5","0.5"
"341","0.6118918918918917","0.6118918918918917","0.6118918918918917","0.5","0.5","0.5"
"343","0.6024324324324325","0.6024324324324325","0.6024324324324325","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"345","0.6097297297297298","0.6097297297297298","0.6097297297297298","0.53","0.53","0.53"
"347","0.6037837837837838","0.6037837837837838","0.6037837837837838","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"349","0.614054054054054","0.614054054054054","0.614054054054054","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"351","0.6124324324324324","0.6124324324324324","0.6124324324324324","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"353","0.6105405405405405","0.6105405405405405","0.6105405405405405","0.5","0.5","0.5"
"355","0.611081081081081","0.611081081081081","0.611081081081081","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"357","0.6083783783783783","0.6083783783783783","0.6083783783783783","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"359","0.6116216216216216","0.6116216216216216","0.6116216216216216","0.53","0.53","0.53"
"361","0.6113513513513513","0.6113513513513513","0.6113513513513513","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"363","0.6097297297297296","0.6097297297297296","0.6097297297297296","0.5","0.5","0.5"
"365","0.6094594594594597","0.6094594594594597","0.6094594594594597","0.5","0.5","0.5"
"367","0.6067567567567568","0.6067567567567568","0.6067567567567568","0.5","0.5","0.5"
"369","0.6129729729729728","0.6129729729729728","0.6129729729729728","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"371","0.6081081081081081","0.6081081081081081","0.6081081081081081","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"373","0.6137837837837838","0.6137837837837838","0.6137837837837838","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"375","0.6143243243243243","0.6143243243243243","0.6143243243243243","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"377","0.6194594594594597","0.6194594594594597","0.6194594594594597","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"379","0.6216216216216216","0.6216216216216216","0.6216216216216216","0.53","0.53","0.53"
"381","0.6199999999999999","0.6199999999999999","0.6199999999999999","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"383","0.6183783783783784","0.6183783783783784","0.6183783783783784","0.5","0.5","0.5"
"385","0.6235135135135135","0.6235135135135135","0.6235135135135135","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"387","0.6194594594594595","0.6194594594594595","0.6194594594594595","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"389","0.6229729729729729","0.6229729729729729","0.6229729729729729","0.53","0.53","0.53"
"391","0.6178378378378379","0.6178378378378379","0.6178378378378379","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"393","0.6205405405405406","0.6205405405405406","0.6205405405405406","0.5","0.5","0.5"
"395","0.6248648648648648","0.6248648648648648","0.6248648648648648","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"397","0.6232432432432433","0.6232432432432433","0.6232432432432433","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"399","0.624054054054054","0.624054054054054","0.624054054054054","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"401","0.6183783783783784","0.6183783783783784","0.6183783783783784","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"403","0.6275675675675676","0.6275675675675676","0.6275675675675676","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"405","0.6327027027027028","0.6327027027027028","0.6327027027027028","0.5","0.5","0.5"
"407","0.6286486486486487","0.6286486486486487","0.6286486486486487","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"409","0.6272972972972972","0.6272972972972972","0.6272972972972972","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"411","0.628108108108108","0.628108108108108","0.628108108108108","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"413","0.6305405405405407","0.6305405405405407","0.6305405405405407","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"415","0.6343243243243244","0.6343243243243244","0.6343243243243244","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"417","0.6364864864864865","0.6364864864864865","0.6364864864864865","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"419","0.6345945945945946","0.6345945945945946","0.6345945945945946","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"421","0.6310810810810811","0.6310810810810811","0.6310810810810811","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"423","0.6348648648648648","0.6348648648648648","0.6348648648648648","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"425","0.6286486486486486","0.6286486486486486","0.6286486486486486","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"427","0.6327027027027027","0.6327027027027027","0.6327027027027027","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"429","0.6324324324324325","0.6324324324324325","0.6324324324324325","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"431","0.6367567567567569","0.6367567567567569","0.6367567567567569","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"433","0.6397297297297296","0.6397297297297296","0.6397297297297296","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"435","0.6389189189189188","0.6389189189189188","0.6389189189189188","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"437","0.6400000000000001","0.6400000000000001","0.6400000000000001","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"439","0.6448648648648649","0.6448648648648649","0.6448648648648649","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"441","0.6435135135135135","0.6435135135135135","0.6435135135135135","0.53","0.53","0.53"
"443","0.6537837837837839","0.6537837837837839","0.6537837837837839","0.53","0.53","0.53"
"445","0.6383783783783782","0.6383783783783782","0.6383783783783782","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"447","0.6437837837837836","0.6437837837837836","0.6437837837837836","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"449","0.6456756756756756","0.6456756756756756","0.6456756756756756","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"451","0.6516216216216218","0.6516216216216218","0.6516216216216218","0.53","0.53","0.53"
"453","0.6437837837837838","0.6437837837837838","0.6437837837837838","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"455","0.6475675675675678","0.6475675675675678","0.6475675675675678","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"457","0.6424324324324328","0.6424324324324328","0.6424324324324328","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"459","0.645945945945946","0.645945945945946","0.645945945945946","0.53","0.53","0.53"
"461","0.6456756756756757","0.6456756756756757","0.6456756756756757","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"463","0.6448648648648648","0.6448648648648648","0.6448648648648648","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"465","0.6535135135135136","0.6535135135135136","0.6535135135135136","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"467","0.6524324324324327","0.6524324324324327","0.6524324324324327","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"469","0.655945945945946","0.655945945945946","0.655945945945946","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"471","0.6386486486486486","0.6386486486486486","0.6386486486486486","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"473","0.6529729729729731","0.6529729729729731","0.6529729729729731","0.53","0.53","0.53"
"475","0.6510810810810811","0.6510810810810811","0.6510810810810811","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"477","0.6467567567567567","0.6467567567567567","0.6467567567567567","0.5","0.5","0.5"
"479","0.6435135135135133","0.6435135135135133","0.6435135135135133","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"481","0.6602702702702704","0.6602702702702704","0.6602702702702704","0.5","0.5","0.5"
"483","0.6497297297297298","0.6497297297297298","0.6497297297297298","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"485","0.6545945945945947","0.6545945945945947","0.6545945945945947","0.53","0.53","0.53"
"487","0.6572972972972974","0.6572972972972974","0.6572972972972974","0.53","0.53","0.53"
"489","0.6559459459459459","0.6559459459459459","0.6559459459459459","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"491","0.6564864864864864","0.6564864864864864","0.6564864864864864","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"493","0.6562162162162165","0.6562162162162165","0.6562162162162165","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"495","0.6602702702702703","0.6602702702702703","0.6602702702702703","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"497","0.6645945945945945","0.6645945945945945","0.6645945945945945","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"499","0.6610810810810811","0.6610810810810811","0.6610810810810811","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"501","0.6637837837837837","0.6637837837837837","0.6637837837837837","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"503","0.6562162162162163","0.6562162162162163","0.6562162162162163","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"505","0.6605405405405406","0.6605405405405406","0.6605405405405406","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"507","0.6554054054054055","0.6554054054054055","0.6554054054054055","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"509","0.6683783783783784","0.6683783783783784","0.6683783783783784","0.59","0.59","0.59"
