"Step","lilac-dew-1 - train_accuracy","lilac-dew-1 - train_accuracy__MIN","lilac-dew-1 - train_accuracy__MAX","lilac-dew-1 - val_accuracy","lilac-dew-1 - val_accuracy__MIN","lilac-dew-1 - val_accuracy__MAX"
"59","0.5397297297297297","0.5397297297297297","0.5397297297297297","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"61","0.5375675675675676","0.5375675675675676","0.5375675675675676","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"63","0.5359459459459461","0.5359459459459461","0.5359459459459461","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"65","0.5424324324324324","0.5424324324324324","0.5424324324324324","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"67","0.5445945945945946","0.5445945945945946","0.5445945945945946","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"69","0.5410810810810811","0.5410810810810811","0.5410810810810811","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"71","0.539189189189189","0.539189189189189","0.539189189189189","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"73","0.540810810810811","0.540810810810811","0.540810810810811","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"75","0.5432432432432435","0.5432432432432435","0.5432432432432435","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"77","0.5399999999999997","0.5399999999999997","0.5399999999999997","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"79","0.544864864864865","0.544864864864865","0.544864864864865","0.53","0.53","0.53"
"81","0.5462162162162162","0.5462162162162162","0.5462162162162162","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"83","0.5443243243243243","0.5443243243243243","0.5443243243243243","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"85","0.5491891891891892","0.5491891891891892","0.5491891891891892","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"87","0.5467567567567567","0.5467567567567567","0.5467567567567567","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"89","0.5486486486486486","0.5486486486486486","0.5486486486486486","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"91","0.549189189189189","0.549189189189189","0.549189189189189","0.53","0.53","0.53"
"93","0.5451351351351351","0.5451351351351351","0.5451351351351351","0.53","0.53","0.53"
"95","0.5421621621621622","0.5421621621621622","0.5421621621621622","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"97","0.5472972972972973","0.5472972972972973","0.5472972972972973","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"99","0.5456756756756758","0.5456756756756758","0.5456756756756758","0.53","0.53","0.53"
"101","0.5472972972972973","0.5472972972972973","0.5472972972972973","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"103","0.5510810810810812","0.5510810810810812","0.5510810810810812","0.53","0.53","0.53"
"105","0.5445945945945947","0.5445945945945947","0.5445945945945947","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"107","0.5462162162162161","0.5462162162162161","0.5462162162162161","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"109","0.5502702702702704","0.5502702702702704","0.5502702702702704","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"111","0.5489189189189189","0.5489189189189189","0.5489189189189189","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"113","0.5470270270270271","0.5470270270270271","0.5470270270270271","0.53","0.53","0.53"
"115","0.5464864864864863","0.5464864864864863","0.5464864864864863","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"117","0.5470270270270269","0.5470270270270269","0.5470270270270269","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"119","0.5472972972972974","0.5472972972972974","0.5472972972972974","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"121","0.5478378378378377","0.5478378378378377","0.5478378378378377","0.53","0.53","0.53"
"123","0.5521621621621621","0.5521621621621621","0.5521621621621621","0.53","0.53","0.53"
"125","0.5475675675675677","0.5475675675675677","0.5475675675675677","0.53","0.53","0.53"
"127","0.5535135135135136","0.5535135135135136","0.5535135135135136","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"129","0.5500000000000002","0.5500000000000002","0.5500000000000002","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"131","0.5494594594594592","0.5494594594594592","0.5494594594594592","0.53","0.53","0.53"
"133","0.5513513513513513","0.5513513513513513","0.5513513513513513","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"135","0.552972972972973","0.552972972972973","0.552972972972973","0.53","0.53","0.53"
"137","0.5494594594594595","0.5494594594594595","0.5494594594594595","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"139","0.5467567567567567","0.5467567567567567","0.5467567567567567","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"141","0.5505405405405408","0.5505405405405408","0.5505405405405408","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"143","0.5494594594594595","0.5494594594594595","0.5494594594594595","0.53","0.53","0.53"
"145","0.5543243243243243","0.5543243243243243","0.5543243243243243","0.53","0.53","0.53"
"147","0.5470270270270272","0.5470270270270272","0.5470270270270272","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"149","0.5497297297297298","0.5497297297297298","0.5497297297297298","0.53","0.53","0.53"
"151","0.548918918918919","0.548918918918919","0.548918918918919","0.53","0.53","0.53"
"153","0.5494594594594593","0.5494594594594593","0.5494594594594593","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"155","0.5508108108108108","0.5508108108108108","0.5508108108108108","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"157","0.5505405405405407","0.5505405405405407","0.5505405405405407","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"159","0.5532432432432433","0.5532432432432433","0.5532432432432433","0.5","0.5","0.5"
"161","0.5540540540540541","0.5540540540540541","0.5540540540540541","0.5","0.5","0.5"
"163","0.551081081081081","0.551081081081081","0.551081081081081","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"165","0.5570270270270269","0.5570270270270269","0.5570270270270269","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"167","0.5516216216216218","0.5516216216216218","0.5516216216216218","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"169","0.557027027027027","0.557027027027027","0.557027027027027","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"171","0.5494594594594596","0.5494594594594596","0.5494594594594596","0.5","0.5","0.5"
"173","0.5559459459459458","0.5559459459459458","0.5559459459459458","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"175","0.5575675675675675","0.5575675675675675","0.5575675675675675","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"177","0.5602702702702702","0.5602702702702702","0.5602702702702702","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"179","0.5591891891891894","0.5591891891891894","0.5591891891891894","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"181","0.5581081081081078","0.5581081081081078","0.5581081081081078","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"183","0.5543243243243243","0.5543243243243243","0.5543243243243243","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"185","0.5629729729729729","0.5629729729729729","0.5629729729729729","0.5","0.5","0.5"
"187","0.5610810810810811","0.5610810810810811","0.5610810810810811","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"189","0.5589189189189188","0.5589189189189188","0.5589189189189188","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"191","0.5581081081081082","0.5581081081081082","0.5581081081081082","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"193","0.5583783783783783","0.5583783783783783","0.5583783783783783","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"195","0.5645945945945947","0.5645945945945947","0.5645945945945947","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"197","0.5618918918918918","0.5618918918918918","0.5618918918918918","0.5","0.5","0.5"
"199","0.5624324324324322","0.5624324324324322","0.5624324324324322","0.5","0.5","0.5"
"201","0.5662162162162162","0.5662162162162162","0.5662162162162162","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"203","0.5656756756756757","0.5656756756756757","0.5656756756756757","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"205","0.5621621621621621","0.5621621621621621","0.5621621621621621","0.5","0.5","0.5"
"207","0.5643243243243243","0.5643243243243243","0.5643243243243243","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"209","0.5667567567567567","0.5667567567567567","0.5667567567567567","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"211","0.5637837837837838","0.5637837837837838","0.5637837837837838","0.5","0.5","0.5"
"213","0.5643243243243243","0.5643243243243243","0.5643243243243243","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"215","0.572972972972973","0.572972972972973","0.572972972972973","0.5","0.5","0.5"
"217","0.5648648648648649","0.5648648648648649","0.5648648648648649","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"219","0.5724324324324324","0.5724324324324324","0.5724324324324324","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"221","0.5710810810810809","0.5710810810810809","0.5710810810810809","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"223","0.568108108108108","0.568108108108108","0.568108108108108","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"225","0.5691891891891891","0.5691891891891891","0.5691891891891891","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"227","0.571891891891892","0.571891891891892","0.571891891891892","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"229","0.5705405405405405","0.5705405405405405","0.5705405405405405","0.53","0.53","0.53"
"231","0.5756756756756758","0.5756756756756758","0.5756756756756758","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"233","0.5686486486486488","0.5686486486486488","0.5686486486486488","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"235","0.5751351351351353","0.5751351351351353","0.5751351351351353","0.53","0.53","0.53"
"237","0.5797297297297295","0.5797297297297295","0.5797297297297295","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"239","0.5783783783783784","0.5783783783783784","0.5783783783783784","0.5","0.5","0.5"
"241","0.573783783783784","0.573783783783784","0.573783783783784","0.53","0.53","0.53"
"243","0.5754054054054055","0.5754054054054055","0.5754054054054055","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"245","0.5818918918918918","0.5818918918918918","0.5818918918918918","0.5","0.5","0.5"
"247","0.5751351351351349","0.5751351351351349","0.5751351351351349","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"249","0.58027027027027","0.58027027027027","0.58027027027027","0.5","0.5","0.5"
"251","0.5721621621621622","0.5721621621621622","0.5721621621621622","0.5","0.5","0.5"
"253","0.5864864864864865","0.5864864864864865","0.5864864864864865","0.5","0.5","0.5"
"255","0.5867567567567568","0.5867567567567568","0.5867567567567568","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"257","0.5829729729729729","0.5829729729729729","0.5829729729729729","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"259","0.582162162162162","0.582162162162162","0.582162162162162","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"261","0.58","0.58","0.58","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"263","0.5862162162162162","0.5862162162162162","0.5862162162162162","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"265","0.5794594594594594","0.5794594594594594","0.5794594594594594","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"267","0.5872972972972971","0.5872972972972971","0.5872972972972971","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"269","0.5902702702702701","0.5902702702702701","0.5902702702702701","0.5","0.5","0.5"
"271","0.5894594594594594","0.5894594594594594","0.5894594594594594","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"273","0.5935135135135138","0.5935135135135138","0.5935135135135138","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"275","0.59","0.59","0.59","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"277","0.5975675675675676","0.5975675675675676","0.5975675675675676","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"279","0.5978378378378378","0.5978378378378378","0.5978378378378378","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"281","0.5945945945945945","0.5945945945945945","0.5945945945945945","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"283","0.5997297297297297","0.5997297297297297","0.5997297297297297","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"285","0.6024324324324325","0.6024324324324325","0.6024324324324325","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"287","0.6083783783783784","0.6083783783783784","0.6083783783783784","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"289","0.6013513513513514","0.6013513513513514","0.6013513513513514","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"291","0.601081081081081","0.601081081081081","0.601081081081081","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"293","0.6110810810810811","0.6110810810810811","0.6110810810810811","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"295","0.6051351351351348","0.6051351351351348","0.6051351351351348","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"297","0.6105405405405406","0.6105405405405406","0.6105405405405406","0.59","0.59","0.59"
"299","0.6029729729729729","0.6029729729729729","0.6029729729729729","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"301","0.6089189189189188","0.6089189189189188","0.6089189189189188","0.59","0.59","0.59"
"303","0.6086486486486486","0.6086486486486486","0.6086486486486486","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"305","0.6051351351351352","0.6051351351351352","0.6051351351351352","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"307","0.6102702702702703","0.6102702702702703","0.6102702702702703","0.59","0.59","0.59"
"309","0.6127027027027028","0.6127027027027028","0.6127027027027028","0.59","0.59","0.59"
"311","0.6097297297297297","0.6097297297297297","0.6097297297297297","0.59","0.59","0.59"
"313","0.6118918918918919","0.6118918918918919","0.6118918918918919","0.59","0.59","0.59"
"315","0.6089189189189189","0.6089189189189189","0.6089189189189189","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"317","0.622162162162162","0.622162162162162","0.622162162162162","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"319","0.6197297297297297","0.6197297297297297","0.6197297297297297","0.63","0.63","0.63"
"321","0.620810810810811","0.620810810810811","0.620810810810811","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"323","0.6172972972972973","0.6172972972972973","0.6172972972972973","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"325","0.6164864864864864","0.6164864864864864","0.6164864864864864","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"327","0.6259459459459459","0.6259459459459459","0.6259459459459459","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"329","0.6245945945945944","0.6245945945945944","0.6245945945945944","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"331","0.6297297297297297","0.6297297297297297","0.6297297297297297","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"333","0.6262162162162163","0.6262162162162163","0.6262162162162163","0.62","0.62","0.62"
"335","0.6243243243243242","0.6243243243243242","0.6243243243243242","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"337","0.634054054054054","0.634054054054054","0.634054054054054","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"339","0.63","0.63","0.63","0.62","0.62","0.62"
"341","0.6324324324324324","0.6324324324324324","0.6324324324324324","0.63","0.63","0.63"
"343","0.625945945945946","0.625945945945946","0.625945945945946","0.62","0.62","0.62"
"345","0.6378378378378379","0.6378378378378379","0.6378378378378379","0.62","0.62","0.62"
"347","0.6427027027027027","0.6427027027027027","0.6427027027027027","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"349","0.6348648648648652","0.6348648648648652","0.6348648648648652","0.63","0.63","0.63"
"351","0.632162162162162","0.632162162162162","0.632162162162162","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"353","0.6343243243243244","0.6343243243243244","0.6343243243243244","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"355","0.6372972972972973","0.6372972972972973","0.6372972972972973","0.59","0.59","0.59"
"357","0.6375675675675674","0.6375675675675674","0.6375675675675674","0.62","0.62","0.62"
"359","0.6429729729729727","0.6429729729729727","0.6429729729729727","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"361","0.648918918918919","0.648918918918919","0.648918918918919","0.62","0.62","0.62"
"363","0.6505405405405406","0.6505405405405406","0.6505405405405406","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"365","0.6413513513513516","0.6413513513513516","0.6413513513513516","0.62","0.62","0.62"
"367","0.6475675675675677","0.6475675675675677","0.6475675675675677","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"369","0.6497297297297299","0.6497297297297299","0.6497297297297299","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"371","0.6600000000000003","0.6600000000000003","0.6600000000000003","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"373","0.6472972972972973","0.6472972972972973","0.6472972972972973","0.59","0.59","0.59"
"375","0.6572972972972972","0.6572972972972972","0.6572972972972972","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"377","0.6602702702702704","0.6602702702702704","0.6602702702702704","0.59","0.59","0.59"
"379","0.6610810810810812","0.6610810810810812","0.6610810810810812","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"381","0.6497297297297296","0.6497297297297296","0.6497297297297296","0.59","0.59","0.59"
"383","0.6648648648648648","0.6648648648648648","0.6648648648648648","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"385","0.6608108108108108","0.6608108108108108","0.6608108108108108","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"387","0.664864864864865","0.664864864864865","0.664864864864865","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"389","0.6686486486486484","0.6686486486486484","0.6686486486486484","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"391","0.6629729729729729","0.6629729729729729","0.6629729729729729","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"393","0.668918918918919","0.668918918918919","0.668918918918919","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"395","0.6637837837837838","0.6637837837837838","0.6637837837837838","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"397","0.6672972972972974","0.6672972972972974","0.6672972972972974","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"399","0.66","0.66","0.66","0.62","0.62","0.62"
"401","0.672162162162162","0.672162162162162","0.672162162162162","0.59","0.59","0.59"
"403","0.6789189189189191","0.6789189189189191","0.6789189189189191","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"405","0.677837837837838","0.677837837837838","0.677837837837838","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"407","0.672972972972973","0.672972972972973","0.672972972972973","0.62","0.62","0.62"
"409","0.6786486486486485","0.6786486486486485","0.6786486486486485","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"411","0.674864864864865","0.674864864864865","0.674864864864865","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"413","0.6818918918918917","0.6818918918918917","0.6818918918918917","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"415","0.6872972972972973","0.6872972972972973","0.6872972972972973","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"417","0.6835135135135134","0.6835135135135134","0.6835135135135134","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"419","0.6902702702702705","0.6902702702702705","0.6902702702702705","0.66","0.66","0.66"
"421","0.6916216216216217","0.6916216216216217","0.6916216216216217","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"423","0.6948648648648649","0.6948648648648649","0.6948648648648649","0.66","0.66","0.66"
"425","0.6894594594594594","0.6894594594594594","0.6894594594594594","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"427","0.6878378378378378","0.6878378378378378","0.6878378378378378","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"429","0.6805405405405406","0.6805405405405406","0.6805405405405406","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"431","0.6872972972972976","0.6872972972972976","0.6872972972972976","0.66","0.66","0.66"
"433","0.6889189189189188","0.6889189189189188","0.6889189189189188","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"435","0.6905405405405407","0.6905405405405407","0.6905405405405407","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"437","0.6916216216216217","0.6916216216216217","0.6916216216216217","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"439","0.6959459459459458","0.6959459459459458","0.6959459459459458","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"441","0.6870270270270271","0.6870270270270271","0.6870270270270271","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"443","0.6864864864864866","0.6864864864864866","0.6864864864864866","0.66","0.66","0.66"
"445","0.6948648648648649","0.6948648648648649","0.6948648648648649","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"447","0.6943243243243243","0.6943243243243243","0.6943243243243243","0.66","0.66","0.66"
"449","0.6994594594594593","0.6994594594594593","0.6994594594594593","0.66","0.66","0.66"
"451","0.7054054054054054","0.7054054054054054","0.7054054054054054","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"453","0.7016216216216213","0.7016216216216213","0.7016216216216213","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"455","0.6983783783783782","0.6983783783783782","0.6983783783783782","0.66","0.66","0.66"
"457","0.7064864864864865","0.7064864864864865","0.7064864864864865","0.66","0.66","0.66"
"459","0.7048648648648648","0.7048648648648648","0.7048648648648648","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"461","0.6983783783783785","0.6983783783783785","0.6983783783783785","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"463","0.7099999999999999","0.7099999999999999","0.7099999999999999","0.75","0.75","0.75"
"465","0.7005405405405405","0.7005405405405405","0.7005405405405405","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"467","0.7121621621621623","0.7121621621621623","0.7121621621621623","0.75","0.75","0.75"
"469","0.7054054054054055","0.7054054054054055","0.7054054054054055","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"471","0.7145945945945946","0.7145945945945946","0.7145945945945946","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"473","0.7108108108108109","0.7108108108108109","0.7108108108108109","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"475","0.7024324324324325","0.7024324324324325","0.7024324324324325","0.75","0.75","0.75"
"477","0.7159459459459458","0.7159459459459458","0.7159459459459458","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"479","0.7178378378378378","0.7178378378378378","0.7178378378378378","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"481","0.71","0.71","0.71","0.75","0.75","0.75"
"483","0.7102702702702701","0.7102702702702701","0.7102702702702701","0.75","0.75","0.75"
"485","0.71972972972973","0.71972972972973","0.71972972972973","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"487","0.7067567567567569","0.7067567567567569","0.7067567567567569","0.75","0.75","0.75"
"489","0.7189189189189189","0.7189189189189189","0.7189189189189189","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"491","0.7089189189189189","0.7089189189189189","0.7089189189189189","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"493","0.7205405405405405","0.7205405405405405","0.7205405405405405","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"495","0.7232432432432431","0.7232432432432431","0.7232432432432431","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"497","0.7202702702702701","0.7202702702702701","0.7202702702702701","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"499","0.7159459459459457","0.7159459459459457","0.7159459459459457","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"501","0.731081081081081","0.731081081081081","0.731081081081081","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"503","0.7224324324324325","0.7224324324324325","0.7224324324324325","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"505","0.7262162162162163","0.7262162162162163","0.7262162162162163","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"507","0.7197297297297298","0.7197297297297298","0.7197297297297298","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"509","0.7278378378378377","0.7278378378378377","0.7278378378378377","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"511","0.722972972972973","0.722972972972973","0.722972972972973","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"513","0.7308108108108108","0.7308108108108108","0.7308108108108108","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"515","0.724054054054054","0.724054054054054","0.724054054054054","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"517","0.7256756756756756","0.7256756756756756","0.7256756756756756","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"519","0.724054054054054","0.724054054054054","0.724054054054054","0.6999999999999996","0.6999999999999996","0.6999999999999996"
