"Step","azure-violet-1 - train_accuracy","azure-violet-1 - train_accuracy__MIN","azure-violet-1 - train_accuracy__MAX","azure-violet-1 - val_accuracy","azure-violet-1 - val_accuracy__MIN","azure-violet-1 - val_accuracy__MAX"
"381","0.6705405405405407","0.6705405405405407","0.6705405405405407","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"383","0.6751351351351352","0.6751351351351352","0.6751351351351352","0.63","0.63","0.63"
"385","0.6702702702702704","0.6702702702702704","0.6702702702702704","0.63","0.63","0.63"
"387","0.672972972972973","0.672972972972973","0.672972972972973","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"389","0.6743243243243243","0.6743243243243243","0.6743243243243243","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"391","0.677027027027027","0.677027027027027","0.677027027027027","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"393","0.6764864864864866","0.6764864864864866","0.6764864864864866","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"395","0.6789189189189192","0.6789189189189192","0.6789189189189192","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"397","0.6800000000000002","0.6800000000000002","0.6800000000000002","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"399","0.6791891891891892","0.6791891891891892","0.6791891891891892","0.66","0.66","0.66"
"401","0.6794594594594595","0.6794594594594595","0.6794594594594595","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"403","0.6835135135135136","0.6835135135135136","0.6835135135135136","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"405","0.6986486486486487","0.6986486486486487","0.6986486486486487","0.66","0.66","0.66"
"407","0.6954054054054055","0.6954054054054055","0.6954054054054055","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"409","0.6945945945945947","0.6945945945945947","0.6945945945945947","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"411","0.6902702702702702","0.6902702702702702","0.6902702702702702","0.63","0.63","0.63"
"413","0.6918918918918919","0.6918918918918919","0.6918918918918919","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"415","0.7037837837837838","0.7037837837837838","0.7037837837837838","0.66","0.66","0.66"
"417","0.7059459459459461","0.7059459459459461","0.7059459459459461","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"419","0.7054054054054054","0.7054054054054054","0.7054054054054054","0.6400000000000002","0.6400000000000002","0.6400000000000002"
"421","0.6929729729729729","0.6929729729729729","0.6929729729729729","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"423","0.7045945945945947","0.7045945945945947","0.7045945945945947","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"425","0.7043243243243243","0.7043243243243243","0.7043243243243243","0.66","0.66","0.66"
"427","0.7056756756756757","0.7056756756756757","0.7056756756756757","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"429","0.7083783783783784","0.7083783783783784","0.7083783783783784","0.66","0.66","0.66"
"431","0.7140540540540541","0.7140540540540541","0.7140540540540541","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"433","0.7151351351351353","0.7151351351351353","0.7151351351351353","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"435","0.7248648648648649","0.7248648648648649","0.7248648648648649","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"437","0.7221621621621621","0.7221621621621621","0.7221621621621621","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"439","0.7194594594594597","0.7194594594594597","0.7194594594594597","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"441","0.7232432432432432","0.7232432432432432","0.7232432432432432","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"443","0.7262162162162162","0.7262162162162162","0.7262162162162162","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"445","0.7162162162162162","0.7162162162162162","0.7162162162162162","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"447","0.7248648648648649","0.7248648648648649","0.7248648648648649","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"449","0.721891891891892","0.721891891891892","0.721891891891892","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"451","0.7359459459459458","0.7359459459459458","0.7359459459459458","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"453","0.7224324324324325","0.7224324324324325","0.7224324324324325","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"455","0.7318918918918917","0.7318918918918917","0.7318918918918917","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"457","0.7248648648648649","0.7248648648648649","0.7248648648648649","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"459","0.7254054054054055","0.7254054054054055","0.7254054054054055","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"461","0.7224324324324325","0.7224324324324325","0.7224324324324325","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"463","0.731891891891892","0.731891891891892","0.731891891891892","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"465","0.7348648648648649","0.7348648648648649","0.7348648648648649","0.7100000000000005","0.7100000000000005","0.7100000000000005"
"467","0.7427027027027028","0.7427027027027028","0.7427027027027028","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"469","0.7478378378378377","0.7478378378378377","0.7478378378378377","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"471","0.730810810810811","0.730810810810811","0.730810810810811","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"473","0.7443243243243242","0.7443243243243242","0.7443243243243242","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"475","0.7383783783783783","0.7383783783783783","0.7383783783783783","0.66","0.66","0.66"
"477","0.7435135135135138","0.7435135135135138","0.7435135135135138","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"479","0.7400000000000001","0.7400000000000001","0.7400000000000001","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"481","0.7575675675675677","0.7575675675675677","0.7575675675675677","0.6799999999999998","0.6799999999999998","0.6799999999999998"
"483","0.7467567567567567","0.7467567567567567","0.7467567567567567","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"485","0.7556756756756757","0.7556756756756757","0.7556756756756757","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"487","0.7521621621621623","0.7521621621621623","0.7521621621621623","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"489","0.7508108108108108","0.7508108108108108","0.7508108108108108","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"491","0.7635135135135136","0.7635135135135136","0.7635135135135136","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"493","0.7605405405405403","0.7605405405405403","0.7605405405405403","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"495","0.7656756756756757","0.7656756756756757","0.7656756756756757","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"497","0.7670270270270272","0.7670270270270272","0.7670270270270272","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"499","0.7621621621621624","0.7621621621621624","0.7621621621621624","0.75","0.75","0.75"
"501","0.7681081081081081","0.7681081081081081","0.7681081081081081","0.75","0.75","0.75"
"503","0.7602702702702703","0.7602702702702703","0.7602702702702703","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"505","0.7643243243243245","0.7643243243243245","0.7643243243243245","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"507","0.7686486486486483","0.7686486486486483","0.7686486486486483","0.75","0.75","0.75"
"509","0.7778378378378376","0.7778378378378376","0.7778378378378376","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"511","0.7759459459459458","0.7759459459459458","0.7759459459459458","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"513","0.7781081081081083","0.7781081081081083","0.7781081081081083","0.75","0.75","0.75"
