"Step","floral-microwave-1 - train_accuracy","floral-microwave-1 - train_accuracy__MIN","floral-microwave-1 - train_accuracy__MAX","floral-microwave-1 - val_accuracy","floral-microwave-1 - val_accuracy__MIN","floral-microwave-1 - val_accuracy__MAX"
"69","0.5948648648648648","0.5948648648648648","0.5948648648648648","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"71","0.5948648648648649","0.5948648648648649","0.5948648648648649","0.5","0.5","0.5"
"73","0.6024324324324325","0.6024324324324325","0.6024324324324325","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"75","0.5951351351351352","0.5951351351351352","0.5951351351351352","0.53","0.53","0.53"
"77","0.6013513513513513","0.6013513513513513","0.6013513513513513","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"79","0.601891891891892","0.601891891891892","0.601891891891892","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"81","0.6013513513513513","0.6013513513513513","0.6013513513513513","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"83","0.6086486486486485","0.6086486486486485","0.6086486486486485","0.5","0.5","0.5"
"85","0.6040540540540541","0.6040540540540541","0.6040540540540541","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"87","0.6156756756756755","0.6156756756756755","0.6156756756756755","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"89","0.6162162162162163","0.6162162162162163","0.6162162162162163","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"91","0.6145945945945944","0.6145945945945944","0.6145945945945944","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"93","0.6121621621621621","0.6121621621621621","0.6121621621621621","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"95","0.6162162162162163","0.6162162162162163","0.6162162162162163","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"97","0.6140540540540541","0.6140540540540541","0.6140540540540541","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"99","0.6148648648648649","0.6148648648648649","0.6148648648648649","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"101","0.6224324324324325","0.6224324324324325","0.6224324324324325","0.53","0.53","0.53"
"103","0.6283783783783785","0.6283783783783785","0.6283783783783785","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"105","0.6318918918918917","0.6318918918918917","0.6318918918918917","0.53","0.53","0.53"
"107","0.6408108108108109","0.6408108108108109","0.6408108108108109","0.53","0.53","0.53"
"109","0.6278378378378379","0.6278378378378379","0.6278378378378379","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"111","0.6372972972972973","0.6372972972972973","0.6372972972972973","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"113","0.6413513513513512","0.6413513513513512","0.6413513513513512","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"115","0.6391891891891894","0.6391891891891894","0.6391891891891894","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"117","0.6427027027027027","0.6427027027027027","0.6427027027027027","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"119","0.6440540540540542","0.6440540540540542","0.6440540540540542","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"121","0.6424324324324326","0.6424324324324326","0.6424324324324326","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"123","0.6483783783783783","0.6483783783783783","0.6483783783783783","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"125","0.6562162162162164","0.6562162162162164","0.6562162162162164","0.59","0.59","0.59"
"127","0.6591891891891892","0.6591891891891892","0.6591891891891892","0.63","0.63","0.63"
"129","0.6616216216216219","0.6616216216216219","0.6616216216216219","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"131","0.6575675675675676","0.6575675675675676","0.6575675675675676","0.62","0.62","0.62"
"133","0.66","0.66","0.66","0.63","0.63","0.63"
"135","0.6556756756756758","0.6556756756756758","0.6556756756756758","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"137","0.6499999999999999","0.6499999999999999","0.6499999999999999","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"139","0.6643243243243244","0.6643243243243244","0.6643243243243244","0.53","0.53","0.53"
"141","0.6681081081081083","0.6681081081081083","0.6681081081081083","0.5","0.5","0.5"
"143","0.6762162162162162","0.6762162162162162","0.6762162162162162","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"145","0.6662162162162163","0.6662162162162163","0.6662162162162163","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"147","0.6732432432432434","0.6732432432432434","0.6732432432432434","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"149","0.6743243243243242","0.6743243243243242","0.6743243243243242","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"151","0.6672972972972975","0.6672972972972975","0.6672972972972975","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"153","0.6794594594594595","0.6794594594594595","0.6794594594594595","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"155","0.6840540540540541","0.6840540540540541","0.6840540540540541","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"157","0.6854054054054053","0.6854054054054053","0.6854054054054053","0.62","0.62","0.62"
"159","0.6789189189189191","0.6789189189189191","0.6789189189189191","0.63","0.63","0.63"
"161","0.6845945945945946","0.6845945945945946","0.6845945945945946","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"163","0.6805405405405406","0.6805405405405406","0.6805405405405406","0.63","0.63","0.63"
"165","0.6802702702702703","0.6802702702702703","0.6802702702702703","0.62","0.62","0.62"
"167","0.6856756756756757","0.6856756756756757","0.6856756756756757","0.62","0.62","0.62"
"169","0.6983783783783782","0.6983783783783782","0.6983783783783782","0.59","0.59","0.59"
"171","0.6900000000000002","0.6900000000000002","0.6900000000000002","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"173","0.6978378378378379","0.6978378378378379","0.6978378378378379","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"175","0.6978378378378378","0.6978378378378378","0.6978378378378378","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"177","0.6881081081081081","0.6881081081081081","0.6881081081081081","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"179","0.7021621621621623","0.7021621621621623","0.7021621621621623","0.59","0.59","0.59"
"181","0.7027027027027027","0.7027027027027027","0.7027027027027027","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"183","0.7116216216216213","0.7116216216216213","0.7116216216216213","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"185","0.7094594594594593","0.7094594594594593","0.7094594594594593","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"187","0.7105405405405404","0.7105405405405404","0.7105405405405404","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"189","0.7078378378378382","0.7078378378378382","0.7078378378378382","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"191","0.7067567567567569","0.7067567567567569","0.7067567567567569","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"193","0.7227027027027028","0.7227027027027028","0.7227027027027028","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"195","0.7194594594594597","0.7194594594594597","0.7194594594594597","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"197","0.7205405405405406","0.7205405405405406","0.7205405405405406","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"199","0.7213513513513513","0.7213513513513513","0.7213513513513513","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"201","0.7251351351351352","0.7251351351351352","0.7251351351351352","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"203","0.7094594594594594","0.7094594594594594","0.7094594594594594","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"205","0.714864864864865","0.714864864864865","0.714864864864865","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"207","0.7189189189189189","0.7189189189189189","0.7189189189189189","0.5","0.5","0.5"
"209","0.7240540540540541","0.7240540540540541","0.7240540540540541","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"211","0.7332432432432433","0.7332432432432433","0.7332432432432433","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"213","0.7356756756756757","0.7356756756756757","0.7356756756756757","0.53","0.53","0.53"
"215","0.7300000000000001","0.7300000000000001","0.7300000000000001","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"217","0.7408108108108108","0.7408108108108108","0.7408108108108108","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"219","0.7454054054054052","0.7454054054054052","0.7454054054054052","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"221","0.7445945945945946","0.7445945945945946","0.7445945945945946","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"223","0.7421621621621621","0.7421621621621621","0.7421621621621621","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"225","0.7567567567567568","0.7567567567567568","0.7567567567567568","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"227","0.7610810810810811","0.7610810810810811","0.7610810810810811","0.59","0.59","0.59"
"229","0.7672972972972975","0.7672972972972975","0.7672972972972975","0.6099999999999998","0.6099999999999998","0.6099999999999998"
"231","0.7664864864864864","0.7664864864864864","0.7664864864864864","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"233","0.7821621621621622","0.7821621621621622","0.7821621621621622","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"235","0.7740540540540541","0.7740540540540541","0.7740540540540541","0.59","0.59","0.59"
"237","0.7805405405405405","0.7805405405405405","0.7805405405405405","0.62","0.62","0.62"
"239","0.7878378378378379","0.7878378378378379","0.7878378378378379","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"241","0.7862162162162163","0.7862162162162163","0.7862162162162163","0.5","0.5","0.5"
"243","0.785945945945946","0.785945945945946","0.785945945945946","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"245","0.7840540540540539","0.7840540540540539","0.7840540540540539","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"247","0.784054054054054","0.784054054054054","0.784054054054054","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"249","0.7918918918918916","0.7918918918918916","0.7918918918918916","0.63","0.63","0.63"
"251","0.7954054054054053","0.7954054054054053","0.7954054054054053","0.6499999999999997","0.6499999999999997","0.6499999999999997"
"253","0.8005405405405406","0.8005405405405406","0.8005405405405406","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"255","0.7954054054054053","0.7954054054054053","0.7954054054054053","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"257","0.7994594594594596","0.7994594594594596","0.7994594594594596","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"259","0.7918918918918918","0.7918918918918918","0.7918918918918918","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"261","0.7951351351351351","0.7951351351351351","0.7951351351351351","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"263","0.7989189189189188","0.7989189189189188","0.7989189189189188","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"265","0.8094594594594594","0.8094594594594594","0.8094594594594594","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"267","0.8118918918918917","0.8118918918918917","0.8118918918918917","0.8099999999999996","0.8099999999999996","0.8099999999999996"
"269","0.8129729729729729","0.8129729729729729","0.8129729729729729","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"271","0.8194594594594593","0.8194594594594593","0.8194594594594593","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"273","0.8199999999999997","0.8199999999999997","0.8199999999999997","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"275","0.8075675675675673","0.8075675675675673","0.8075675675675673","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"277","0.8048648648648647","0.8048648648648647","0.8048648648648647","0.6900000000000002","0.6900000000000002","0.6900000000000002"
"279","0.811081081081081","0.811081081081081","0.811081081081081","0.6700000000000006","0.6700000000000006","0.6700000000000006"
"281","0.8072972972972972","0.8072972972972972","0.8072972972972972","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"283","0.8227027027027028","0.8227027027027028","0.8227027027027028","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"285","0.8218918918918915","0.8218918918918915","0.8218918918918915","0.75","0.75","0.75"
"287","0.8245945945945945","0.8245945945945945","0.8245945945945945","0.75","0.75","0.75"
"289","0.8275675675675676","0.8275675675675676","0.8275675675675676","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"291","0.8367567567567566","0.8367567567567566","0.8367567567567566","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"293","0.834054054054054","0.834054054054054","0.834054054054054","0.7399999999999994","0.7399999999999994","0.7399999999999994"
"295","0.8343243243243244","0.8343243243243244","0.8343243243243244","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"297","0.8421621621621619","0.8421621621621619","0.8421621621621619","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"299","0.8416216216216214","0.8416216216216214","0.8416216216216214","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"301","0.8370270270270269","0.8370270270270269","0.8370270270270269","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"303","0.8440540540540542","0.8440540540540542","0.8440540540540542","0.7899999999999995","0.7899999999999995","0.7899999999999995"
"305","0.8462162162162161","0.8462162162162161","0.8462162162162161","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"307","0.8497297297297298","0.8497297297297298","0.8497297297297298","0.8200000000000002","0.8200000000000002","0.8200000000000002"
"309","0.8429729729729728","0.8429729729729728","0.8429729729729728","0.75","0.75","0.75"
"311","0.8351351351351349","0.8351351351351349","0.8351351351351349","0.7199999999999998","0.7199999999999998","0.7199999999999998"
"313","0.8397297297297298","0.8397297297297298","0.8397297297297298","0.75","0.75","0.75"
"315","0.8378378378378378","0.8378378378378378","0.8378378378378378","0.7600000000000006","0.7600000000000006","0.7600000000000006"
"317","0.8272972972972973","0.8272972972972973","0.8272972972972973","0.6999999999999996","0.6999999999999996","0.6999999999999996"
"319","0.822972972972973","0.822972972972973","0.822972972972973","0.7300000000000003","0.7300000000000003","0.7300000000000003"
"321","0.8316216216216216","0.8316216216216216","0.8316216216216216","0.7699999999999997","0.7699999999999997","0.7699999999999997"
"323","0.8413513513513512","0.8413513513513512","0.8413513513513512","0.7800000000000004","0.7800000000000004","0.7800000000000004"
"325","0.8543243243243243","0.8543243243243243","0.8543243243243243","0.8200000000000002","0.8200000000000002","0.8200000000000002"
"327","0.8654054054054054","0.8654054054054054","0.8654054054054054","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"329","0.8640540540540541","0.8640540540540541","0.8640540540540541","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"331","0.8643243243243244","0.8643243243243244","0.8643243243243244","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"333","0.8586486486486485","0.8586486486486485","0.8586486486486485","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"335","0.8497297297297296","0.8497297297297296","0.8497297297297296","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"337","0.8513513513513513","0.8513513513513513","0.8513513513513513","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"339","0.8572972972972973","0.8572972972972973","0.8572972972972973","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"341","0.864054054054054","0.864054054054054","0.864054054054054","0.8299999999999992","0.8299999999999992","0.8299999999999992"
"343","0.8632432432432434","0.8632432432432434","0.8632432432432434","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"345","0.8702702702702704","0.8702702702702704","0.8702702702702704","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"347","0.8735135135135135","0.8735135135135135","0.8735135135135135","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"349","0.8770270270270271","0.8770270270270271","0.8770270270270271","0.84","0.84","0.84"
"351","0.8813513513513513","0.8813513513513513","0.8813513513513513","0.8299999999999992","0.8299999999999992","0.8299999999999992"
"353","0.8810810810810811","0.8810810810810811","0.8810810810810811","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"355","0.8835135135135136","0.8835135135135136","0.8835135135135136","0.9200000000000009","0.9200000000000009","0.9200000000000009"
"357","0.8813513513513513","0.8813513513513513","0.8813513513513513","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"359","0.8732432432432431","0.8732432432432431","0.8732432432432431","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"361","0.8662162162162164","0.8662162162162164","0.8662162162162164","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"363","0.864864864864865","0.864864864864865","0.864864864864865","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"365","0.8683783783783785","0.8683783783783785","0.8683783783783785","0.8599999999999997","0.8599999999999997","0.8599999999999997"
"367","0.8800000000000001","0.8800000000000001","0.8800000000000001","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"369","0.881891891891892","0.881891891891892","0.881891891891892","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"371","0.8789189189189188","0.8789189189189188","0.8789189189189188","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"373","0.8778378378378378","0.8778378378378378","0.8778378378378378","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"375","0.8810810810810811","0.8810810810810811","0.8810810810810811","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"377","0.883243243243243","0.883243243243243","0.883243243243243","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"379","0.8883783783783783","0.8883783783783783","0.8883783783783783","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"381","0.886216216216216","0.886216216216216","0.886216216216216","0.9200000000000009","0.9200000000000009","0.9200000000000009"
"383","0.8808108108108107","0.8808108108108107","0.8808108108108107","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"385","0.8821621621621621","0.8821621621621621","0.8821621621621621","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"387","0.8767567567567567","0.8767567567567567","0.8767567567567567","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"389","0.8802702702702705","0.8802702702702705","0.8802702702702705","0.8799999999999997","0.8799999999999997","0.8799999999999997"
"391","0.8772972972972971","0.8772972972972971","0.8772972972972971","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"393","0.8786486486486486","0.8786486486486486","0.8786486486486486","0.8000000000000004","0.8000000000000004","0.8000000000000004"
"395","0.8797297297297298","0.8797297297297298","0.8797297297297298","0.8799999999999997","0.8799999999999997","0.8799999999999997"
"397","0.879189189189189","0.879189189189189","0.879189189189189","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"399","0.8875675675675675","0.8875675675675675","0.8875675675675675","0.8799999999999997","0.8799999999999997","0.8799999999999997"
"401","0.8794594594594595","0.8794594594594595","0.8794594594594595","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"403","0.8864864864864864","0.8864864864864864","0.8864864864864864","0.8799999999999997","0.8799999999999997","0.8799999999999997"
"405","0.90027027027027","0.90027027027027","0.90027027027027","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"407","0.8986486486486488","0.8986486486486488","0.8986486486486488","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"409","0.9043243243243245","0.9043243243243245","0.9043243243243245","0.9200000000000009","0.9200000000000009","0.9200000000000009"
"411","0.9102702702702701","0.9102702702702701","0.9102702702702701","0.9299999999999999","0.9299999999999999","0.9299999999999999"
"413","0.9094594594594596","0.9094594594594596","0.9094594594594596","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"415","0.9013513513513516","0.9013513513513516","0.9013513513513516","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"417","0.9016216216216216","0.9016216216216216","0.9016216216216216","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"419","0.9002702702702703","0.9002702702702703","0.9002702702702703","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"421","0.9013513513513514","0.9013513513513514","0.9013513513513514","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"423","0.904864864864865","0.904864864864865","0.904864864864865","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"425","0.9108108108108107","0.9108108108108107","0.9108108108108107","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"427","0.9094594594594596","0.9094594594594596","0.9094594594594596","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"429","0.9048648648648652","0.9048648648648652","0.9048648648648652","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"431","0.9094594594594594","0.9094594594594594","0.9094594594594594","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"433","0.9100000000000003","0.9100000000000003","0.9100000000000003","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"435","0.9075675675675675","0.9075675675675675","0.9075675675675675","0.9200000000000009","0.9200000000000009","0.9200000000000009"
"437","0.9037837837837839","0.9037837837837839","0.9037837837837839","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"439","0.9021621621621623","0.9021621621621623","0.9021621621621623","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"441","0.9075675675675675","0.9075675675675675","0.9075675675675675","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"443","0.9113513513513514","0.9113513513513514","0.9113513513513514","0.8900000000000003","0.8900000000000003","0.8900000000000003"
"445","0.9110810810810809","0.9110810810810809","0.9110810810810809","0.9299999999999999","0.9299999999999999","0.9299999999999999"
"447","0.917027027027027","0.917027027027027","0.917027027027027","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"449","0.9154054054054054","0.9154054054054054","0.9154054054054054","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"451","0.9194594594594595","0.9194594594594595","0.9194594594594595","0.9299999999999999","0.9299999999999999","0.9299999999999999"
"453","0.9208108108108106","0.9208108108108106","0.9208108108108106","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"455","0.927027027027027","0.927027027027027","0.927027027027027","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"457","0.9283783783783786","0.9283783783783786","0.9283783783783786","0.9499999999999997","0.9499999999999997","0.9499999999999997"
"459","0.9294594594594595","0.9294594594594595","0.9294594594594595","0.9499999999999997","0.9499999999999997","0.9499999999999997"
"461","0.931081081081081","0.931081081081081","0.931081081081081","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"463","0.9327027027027026","0.9327027027027026","0.9327027027027026","0.9600000000000006","0.9600000000000006","0.9600000000000006"
"465","0.9297297297297299","0.9297297297297299","0.9297297297297299","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"467","0.9286486486486486","0.9286486486486486","0.9286486486486486","0.9099999999999998","0.9099999999999998","0.9099999999999998"
"469","0.928648648648649","0.928648648648649","0.928648648648649","0.9200000000000009","0.9200000000000009","0.9200000000000009"
"471","0.9310810810810811","0.9310810810810811","0.9310810810810811","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"473","0.9294594594594595","0.9294594594594595","0.9294594594594595","0.9499999999999997","0.9499999999999997","0.9499999999999997"
"475","0.9237837837837841","0.9237837837837841","0.9237837837837841","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"477","0.9245945945945948","0.9245945945945948","0.9245945945945948","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"479","0.9272972972972974","0.9272972972972974","0.9272972972972974","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"481","0.9208108108108112","0.9208108108108112","0.9208108108108112","0.9499999999999997","0.9499999999999997","0.9499999999999997"
"483","0.918918918918919","0.918918918918919","0.918918918918919","0.9499999999999997","0.9499999999999997","0.9499999999999997"
"485","0.9264864864864867","0.9264864864864867","0.9264864864864867","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"487","0.9289189189189189","0.9289189189189189","0.9289189189189189","0.8700000000000003","0.8700000000000003","0.8700000000000003"
"489","0.9262162162162165","0.9262162162162165","0.9262162162162165","0.8999999999999994","0.8999999999999994","0.8999999999999994"
"491","0.927027027027027","0.927027027027027","0.927027027027027","0.9400000000000002","0.9400000000000002","0.9400000000000002"
"493","0.9221621621621621","0.9221621621621621","0.9221621621621621","0.9600000000000006","0.9600000000000006","0.9600000000000006"
"495","0.9299999999999999","0.9299999999999999","0.9299999999999999","0.9699999999999994","0.9699999999999994","0.9699999999999994"
"497","0.9332432432432433","0.9332432432432433","0.9332432432432433","0.9600000000000006","0.9600000000000006","0.9600000000000006"
