audio_8block,Epoch,sunny-dust-3 - train_accuracy__MAX,val_accuracy
,932,0.842241266,0.818536585
,933,0.840342782,0.819512195
,934,0.842003955,0.817560976
,935,0.84474621,0.816585366
,936,0.841555702,0.815609756
,937,0.843243243,0.814634146
,938,0.840632828,0.817560976
,939,0.841239288,0.815609756
,940,0.841476599,0.814634146
,941,0.840711931,0.818536585
,942,0.841054713,0.814634146
,943,0.846301912,0.817560976
,944,0.842847726,0.815609756
,945,0.843032301,0.816585366
,946,0.842241266,0.814634146
,947,0.840290046,0.812682927
,948,0.839947264,0.811707317
,949,0.842689519,0.813658537
,950,0.841898484,0.816585366
,951,0.842083059,0.814634146
,952,0.84218853,0.817560976
,953,0.844772577,0.816585366
,954,0.839156229,0.815609756
,955,0.847593935,0.815609756
,956,0.841924852,0.815609756
,957,0.846486486,0.815609756
,958,0.844218853,0.817560976
,959,0.83976269,0.817560976
,960,0.84060646,0.817560976
,961,0.84498352,0.818536585
,962,0.84097561,0.819512195
,963,0.839973632,0.819512195
,964,0.844482531,0.816585366
,965,0.839894529,0.818536585
,966,0.840553724,0.819512195
,967,0.844851681,0.821463415
,968,0.8437706,0.819512195
,969,0.842399473,0.817560976
,970,0.843902439,0.817560976
,971,0.842504944,0.816585366
,972,0.840659196,0.817560976
,973,0.841766645,0.817560976
,974,0.841845748,0.817560976
,975,0.844166117,0.818536585
,976,0.839314436,0.816585366
,977,0.838628873,0.816585366
,978,0.840870138,0.816585366
,979,0.843454186,0.817560976
,980,0.84158207,0.815609756
,981,0.844113382,0.815609756
,982,0.843902439,0.815609756
,983,0.842821358,0.814634146
,984,0.843981543,0.815609756
,985,0.842003955,0.815609756
,986,0.841265656,0.815609756
,987,0.845827291,0.815609756
,988,0.846143705,0.815609756
,989,0.842162162,0.815609756
,990,0.843348715,0.816585366
,991,0.839868161,0.815609756
,992,0.840580092,0.816585366
,993,0.840105471,0.816585366
,994,0.844456163,0.815609756
,995,0.844166117,0.815609756
,996,0.843480554,0.815609756
,997,0.842768622,0.815609756
,998,0.844034278,0.815609756
,999,0.841133817,0.815609756
,1000,0.843375082,0.816585366
