audio_8block,Epoch,sunny-dust-3 - train_accuracy__MAX,val_accuracy
,262,0.748978247,0.783414634
,263,0.750428477,0.793170732
,264,0.750823995,0.794146341
,265,0.750771259,0.783414634
,266,0.749690178,0.774634146
,267,0.751193144,0.772682927
,268,0.750692156,0.774634146
,269,0.754568227,0.768780488
,270,0.749110086,0.777560976
,271,0.749822017,0.781463415
,272,0.749927488,0.776585366
,273,0.75380356,0.781463415
,274,0.75501648,0.786341463
,275,0.752010547,0.783414634
,276,0.752907053,0.785365854
,277,0.754594595,0.794146341
,278,0.7524588,0.778536585
,279,0.757310481,0.779512195
,280,0.760448253,0.784390244
,281,0.7562294,0.775609756
,282,0.756862228,0.774634146
,283,0.759050758,0.767804878
,284,0.756519446,0.780487805
,285,0.75683586,0.775609756
,286,0.755939354,0.781463415
,287,0.759920897,0.787317073
,288,0.759472643,0.785365854
,289,0.760553724,0.782439024
,290,0.758760712,0.775609756
,291,0.759789057,0.775609756
,292,0.761001978,0.771707317
,293,0.758866183,0.771707317
,294,0.759419908,0.773658537
,295,0.758259723,0.769756098
,296,0.760659196,0.773658537
,297,0.762531312,0.782439024
,298,0.762003955,0.767804878
,299,0.763375082,0.771707317
,300,0.761344759,0.791219512
,301,0.763480554,0.782439024
,302,0.761371127,0.783414634
,303,0.762135794,0.770731707
,304,0.760158207,0.781463415
,305,0.762610415,0.766829268
,306,0.767382993,0.774634146
,307,0.763427818,0.778536585
,308,0.76875412,0.772682927
,309,0.767567568,0.773658537
,310,0.762847726,0.769756098
,311,0.764508899,0.779512195
,312,0.763322347,0.783414634
,313,0.765220831,0.782439024
,314,0.768174028,0.782439024
,315,0.767356625,0.777560976
,316,0.767857614,0.777560976
,317,0.766987475,0.788292683
,318,0.767066579,0.790243902
,319,0.768938695,0.775609756
,320,0.767514832,0.778536585
,321,0.766961107,0.785365854
,322,0.767330257,0.774634146
,323,0.768965063,0.791219512
,324,0.771021753,0.785365854
,325,0.767092947,0.776585366
,326,0.772656559,0.782439024
,327,0.769703362,0.769756098
,328,0.768332235,0.768780488
,329,0.770837179,0.780487805
,330,0.769255109,0.772682927
,331,0.771390903,0.785365854
,332,0.772287409,0.782439024
,333,0.771522742,0.777560976
,334,0.772050099,0.777560976
,335,0.771285432,0.776585366
,336,0.770705339,0.773658537
,337,0.773684904,0.766829268
,338,0.773104812,0.765853659
,339,0.772498352,0.764878049
,340,0.765616348,0.774634146
,341,0.77313118,0.779512195
,342,0.773236651,0.76195122
,343,0.773263019,0.762926829
,344,0.773579433,0.75902439
,345,0.773421226,0.768780488
,346,0.774212261,0.784390244
,347,0.775820699,0.780487805
,348,0.773843111,0.786341463
,349,0.772893869,0.779512195
,350,0.776769941,0.777560976
,351,0.778431114,0.777560976
,352,0.77690178,0.775609756
,353,0.777982861,0.771707317
,354,0.778958471,0.778536585
,355,0.77848385,0.782439024
,356,0.776849044,0.784390244
,357,0.777455504,0.784390244
,358,0.776479895,0.784390244
,359,0.778800264,0.784390244
,360,0.780355966,0.773658537
,361,0.778984838,0.783414634
,362,0.782386289,0.780487805
,363,0.778694792,0.782439024
,364,0.778852999,0.778536585
,365,0.781199736,0.784390244
,366,0.778220171,0.776585366
,367,0.779591299,0.779512195
,368,0.779591299,0.786341463
,369,0.780408701,0.784390244
,370,0.784838497,0.782439024
,371,0.784917601,0.789268293
,372,0.781489782,0.774634146
,373,0.778220171,0.775609756
,374,0.778932103,0.787317073
,375,0.782966381,0.789268293
,376,0.784284773,0.774634146
,377,0.782570864,0.783414634
,378,0.783388266,0.788292683
,379,0.781858932,0.787317073
,380,0.780777851,0.789268293
,381,0.785181279,0.794146341
,382,0.783915623,0.783414634
,383,0.784390244,0.771707317
,384,0.78723797,0.771707317
,385,0.783493738,0.777560976
,386,0.784205669,0.763902439
,387,0.788108108,0.769756098
,388,0.786025049,0.774634146
,389,0.786736981,0.781463415
,390,0.78504944,0.787317073
,391,0.785603164,0.789268293
,392,0.786183256,0.791219512
,393,0.78686882,0.788292683
,394,0.784759394,0.785365854
,395,0.788925511,0.781463415
,396,0.783810152,0.793170732
,397,0.786104153,0.784390244
,398,0.787870798,0.793170732
,399,0.786657877,0.791219512
,400,0.790454845,0.788292683
,401,0.787448912,0.767804878
,402,0.784785761,0.769756098
,403,0.787686223,0.780487805
,404,0.789558339,0.787317073
,405,0.788661833,0.780487805
,406,0.790613052,0.779512195
,407,0.791272248,0.772682927
,408,0.78882004,0.780487805
,409,0.785629532,0.773658537
,410,0.791641397,0.778536585
,411,0.789241925,0.788292683
,412,0.7931971,0.786341463
,413,0.789584707,0.795121951
,414,0.787396177,0.794146341
,415,0.792775214,0.790243902
,416,0.791456823,0.792195122
,417,0.789822017,0.789268293
,418,0.791034937,0.79902439
,419,0.791166777,0.781463415
,420,0.791351351,0.781463415
,421,0.791219512,0.782439024
,422,0.7924588,0.790243902
,423,0.792959789,0.785365854
,424,0.791298616,0.788292683
,425,0.792775214,0.788292683
,426,0.792036915,0.791219512
,427,0.790560316,0.783414634
,428,0.791667765,0.790243902
,429,0.793961767,0.788292683
,430,0.793750824,0.779512195
,431,0.794831905,0.784390244
,432,0.793487146,0.785365854
,433,0.796387607,0.785365854
,434,0.796677653,0.782439024
,435,0.79404087,0.784390244
,436,0.793645353,0.784390244
,437,0.795359262,0.790243902
,438,0.800421885,0.789268293
,439,0.7931971,0.787317073
,440,0.795754779,0.781463415
,441,0.796783125,0.776585366
,442,0.797969677,0.773658537
,443,0.796941332,0.775609756
,444,0.797152274,0.768780488
,445,0.795649308,0.772682927
,446,0.79902439,0.784390244
,447,0.795227423,0.790243902
,448,0.794884641,0.794146341
,449,0.797099539,0.790243902
,450,0.798866183,0.802926829
,451,0.800079103,0.8
,452,0.796651285,0.79804878
,453,0.799973632,0.795121951
,454,0.799261701,0.795121951
,455,0.798286091,0.792195122
,456,0.799314436,0.784390244
,457,0.797864206,0.784390244
,458,0.797125906,0.783414634
,459,0.797231378,0.794146341
,460,0.798813448,0.786341463
,461,0.799578115,0.788292683
,462,0.80279499,0.788292683
,463,0.799894529,0.788292683
,464,0.801239288,0.786341463
,465,0.800896506,0.793170732
,466,0.801924852,0.797073171
,467,0.79976269,0.786341463
,468,0.800527357,0.777560976
,469,0.799472643,0.783414634
,470,0.800500989,0.789268293
,471,0.802162162,0.79902439
,472,0.803058668,0.80097561
,473,0.801107449,0.804878049
,474,0.800738299,0.791219512
,475,0.803427818,0.778536585
,476,0.801898484,0.778536585
,477,0.804218853,0.787317073
,478,0.806117337,0.789268293
,479,0.803375082,0.797073171
,480,0.802214898,0.796097561
,481,0.801081081,0.790243902
,482,0.805431773,0.795121951
,483,0.801634806,0.796097561
,484,0.80474621,0.795121951
,485,0.805141727,0.793170732
,486,0.807382993,0.788292683
,487,0.804429796,0.786341463
,488,0.80693474,0.781463415
,489,0.803111404,0.790243902
,490,0.805036256,0.79902439
,491,0.804403428,0.802926829
,492,0.803717864,0.80195122
,493,0.803427818,0.79804878
,494,0.805721819,0.791219512
,495,0.805721819,0.795121951
,496,0.805247198,0.797073171
,497,0.804535267,0.787317073
,498,0.802874094,0.791219512
,499,0.806539222,0.787317073
,500,0.807435728,0.788292683
,501,0.803796968,0.802926829
,502,0.806855636,0.796097561
,503,0.806170073,0.793170732
,504,0.809017798,0.80097561
,505,0.806829268,0.791219512
,506,0.807593935,0.794146341
,507,0.805932762,0.79902439
,508,0.809835201,0.792195122
,509,0.806460119,0.794146341
,510,0.810837179,0.803902439
,511,0.809650626,0.803902439
,512,0.8075412,0.795121951
,513,0.807277521,0.797073171
,514,0.807356625,0.790243902
,515,0.809545155,0.790243902
,516,0.808464074,0.80195122
,517,0.808042189,0.80195122
,518,0.810758075,0.80097561
,519,0.810098879,0.792195122
,520,0.807356625,0.794146341
,521,0.808332235,0.795121951
,522,0.809228741,0.796097561
,523,0.806908372,0.796097561
,524,0.811153593,0.8
,525,0.811733685,0.810731707
,526,0.80899143,0.802926829
,527,0.807725775,0.796097561
,528,0.81350033,0.792195122
,529,0.808885959,0.795121951
,530,0.807725775,0.795121951
,531,0.80875412,0.79804878
,532,0.809255109,0.80097561
,533,0.809914305,0.80097561
,534,0.813473962,0.79804878
,535,0.812181938,0.79804878
,536,0.812841134,0.797073171
,537,0.813025709,0.79804878
,538,0.812313777,0.797073171
,539,0.809202373,0.802926829
,540,0.811390903,0.806829268
,541,0.813684904,0.802926829
,542,0.810362558,0.804878049
,543,0.813922215,0.8
,544,0.815240606,0.797073171
,545,0.813183916,0.79902439
,546,0.811364535,0.807804878
,547,0.812340145,0.79902439
,548,0.811048121,0.797073171
,549,0.812630191,0.8
,550,0.813025709,0.79902439
,551,0.810204351,0.8
,552,0.813342123,0.8
,553,0.81592617,0.79902439
,554,0.814423204,0.80097561
,555,0.814317732,0.797073171
,556,0.814291365,0.793170732
,557,0.816348055,0.79902439
,558,0.813579433,0.80195122
,559,0.816664469,0.804878049
,560,0.817455504,0.807804878
,561,0.812313777,0.807804878
,562,0.814212261,0.8
,563,0.816427159,0.807804878
,564,0.816427159,0.807804878
,565,0.817692815,0.807804878
,566,0.817218194,0.805853659
,567,0.815583388,0.814634146
,568,0.814607779,0.812682927
,569,0.815767963,0.80195122
,570,0.816374423,0.804878049
,571,0.817956493,0.80195122
,572,0.818272907,0.804878049
,573,0.816453527,0.80097561
,574,0.818905735,0.795121951
,575,0.819512195,0.795121951
,576,0.816875412,0.794146341
,577,0.819380356,0.791219512
,578,0.814686882,0.795121951
,579,0.817323665,0.796097561
,580,0.815636124,0.80097561
,581,0.818800264,0.802926829
,582,0.821463415,0.804878049
,583,0.816374423,0.795121951
,584,0.817297297,0.802926829
,585,0.819749506,0.806829268
,586,0.818352011,0.806829268
,587,0.819143045,0.804878049
,588,0.816058009,0.79804878
,589,0.818747528,0.80195122
,590,0.819723138,0.795121951
,591,0.820487805,0.80195122
,592,0.820408701,0.80097561
,593,0.818932103,0.79902439
,594,0.816928148,0.805853659
,595,0.819775873,0.805853659
,596,0.819116678,0.80195122
,597,0.821938036,0.80097561
,598,0.819881345,0.806829268
,599,0.823309163,0.803902439
,600,0.817165458,0.80195122
,601,0.821938036,0.803902439
,602,0.819775873,0.806829268
,603,0.820751483,0.803902439
,604,0.822570864,0.807804878
,605,0.816137113,0.802926829
,606,0.820171391,0.80195122
,607,0.822597231,0.80195122
,608,0.820751483,0.8
,609,0.820461437,0.79902439
,610,0.821199736,0.8
,611,0.820118655,0.79902439
,612,0.819828609,0.80097561
,613,0.820461437,0.805853659
,614,0.82444298,0.80097561
,615,0.818431114,0.80097561
,616,0.821489782,0.803902439
,617,0.823361898,0.8
,618,0.821911668,0.80195122
,619,0.822017139,0.794146341
,620,0.820962426,0.80195122
,621,0.827633487,0.8
,622,0.823546473,0.79902439
,623,0.821727093,0.79804878
,624,0.824284773,0.79804878
,625,0.826736981,0.796097561
,626,0.821489782,0.803902439
,627,0.823282795,0.805853659
,628,0.821094265,0.809756098
,629,0.822175346,0.805853659
,630,0.822307185,0.806829268
,631,0.82504944,0.805853659
,632,0.819828609,0.807804878
,633,0.823441002,0.810731707
,634,0.824733026,0.811707317
,635,0.821964403,0.807804878
,636,0.823071852,0.808780488
,637,0.822940013,0.810731707
,638,0.824548451,0.805853659
,639,0.825313118,0.807804878
,640,0.822043507,0.804878049
,641,0.826657877,0.804878049
,642,0.823309163,0.810731707
,643,0.824996704,0.807804878
,644,0.827422544,0.803902439
,645,0.821779829,0.811707317
,646,0.824258405,0.803902439
,647,0.826156889,0.802926829
,648,0.826077785,0.804878049
,649,0.823414634,0.808780488
,650,0.827369809,0.803902439
,651,0.827396177,0.80097561
,652,0.823335531,0.80195122
,653,0.825102175,0.805853659
,654,0.821568886,0.795121951
,655,0.822913645,0.79804878
,656,0.824812129,0.793170732
,657,0.825550428,0.797073171
,658,0.821199736,0.797073171
,659,0.826605142,0.796097561
,660,0.825471325,0.797073171
,661,0.825629532,0.8
,662,0.828239947,0.80097561
,663,0.82966381,0.811707317
,664,0.827290705,0.811707317
,665,0.826025049,0.809756098
,666,0.826420567,0.80097561
,667,0.824363876,0.806829268
,668,0.829795649,0.80195122
,669,0.827000659,0.803902439
,670,0.828055372,0.803902439
,671,0.82407383,0.804878049
,672,0.829030982,0.809756098
,673,0.8294265,0.804878049
,674,0.826974291,0.803902439
,675,0.828529993,0.807804878
,676,0.829611074,0.807804878
,677,0.830613052,0.807804878
,678,0.827923533,0.809756098
,679,0.832116018,0.804878049
,680,0.827501648,0.805853659
,681,0.83380356,0.8
,682,0.829110086,0.8
,683,0.826183256,0.8
,684,0.828371786,0.806829268
,685,0.824574819,0.805853659
,686,0.82882004,0.802926829
,687,0.828477258,0.806829268
,688,0.828899143,0.807804878
,689,0.83027027,0.805853659
,690,0.825840475,0.807804878
,691,0.833144364,0.79902439
,692,0.829769281,0.804878049
,693,0.826895188,0.807804878
,694,0.830243902,0.807804878
,695,0.828477258,0.806829268
,696,0.829110086,0.80097561
,697,0.82966381,0.802926829
,698,0.830296638,0.80195122
,699,0.829584707,0.810731707
,700,0.829321028,0.809756098
,701,0.835306526,0.809756098
,702,0.828661833,0.80097561
,703,0.830692156,0.804878049
,704,0.829953856,0.80097561
,705,0.829690178,0.803902439
,706,0.831878708,0.80195122
,707,0.830665788,0.80097561
,708,0.828846407,0.79902439
,709,0.829980224,0.80195122
,710,0.826842452,0.8
,711,0.831404087,0.79902439
,712,0.830692156,0.8
,713,0.828503626,0.804878049
,714,0.831746869,0.808780488
,715,0.828002637,0.809756098
,716,0.831509558,0.804878049
,717,0.829927488,0.805853659
,718,0.8324588,0.809756098
,719,0.833328939,0.808780488
,720,0.833829927,0.806829268
,721,0.83124588,0.811707317
,722,0.829980224,0.812682927
,723,0.832089651,0.815609756
,724,0.827633487,0.814634146
,725,0.830929466,0.817560976
,726,0.828925511,0.807804878
,727,0.832406065,0.809756098
,728,0.831562294,0.810731707
,729,0.828239947,0.811707317
,730,0.830059328,0.811707317
,731,0.83404087,0.810731707
,732,0.834752802,0.811707317
,733,0.829690178,0.807804878
,734,0.830059328,0.805853659
,735,0.835411997,0.809756098
,736,0.830164799,0.810731707
,737,0.835359262,0.812682927
,738,0.830323006,0.809756098
,739,0.832617007,0.814634146
,740,0.832907053,0.805853659
,741,0.832590639,0.806829268
,742,0.831878708,0.805853659
,743,0.834146341,0.807804878
,744,0.834278181,0.807804878
,745,0.832036915,0.809756098
,746,0.833698088,0.807804878
,747,0.83124588,0.808780488
,748,0.83282795,0.808780488
,749,0.833909031,0.810731707
,750,0.835121951,0.813658537
,751,0.83222149,0.812682927
,752,0.832300593,0.809756098
,753,0.832247858,0.817560976
,754,0.833829927,0.811707317
,755,0.832353329,0.816585366
,756,0.837125906,0.816585366
,757,0.83441002,0.810731707
,758,0.834990112,0.811707317
,759,0.836519446,0.810731707
,760,0.833566249,0.810731707
,761,0.838866183,0.812682927
,762,0.831298616,0.815609756
,763,0.834805537,0.808780488
,764,0.835280158,0.808780488
,765,0.832116018,0.806829268
,766,0.833144364,0.810731707
,767,0.835781147,0.811707317
,768,0.834172709,0.809756098
,769,0.831773237,0.806829268
,770,0.837125906,0.811707317
,771,0.832353329,0.811707317
,772,0.835069216,0.812682927
,773,0.836203032,0.812682927
,774,0.834594595,0.817560976
,775,0.834700066,0.820487805
,776,0.83464733,0.821463415
,777,0.835965722,0.818536585
,778,0.837336849,0.820487805
,779,0.837732367,0.815609756
,780,0.833935399,0.813658537
,781,0.838127884,0.812682927
,782,0.833592617,0.809756098
,783,0.835438365,0.809756098
,784,0.833750824,0.813658537
,785,0.837521424,0.813658537
,786,0.83744232,0.812682927
,787,0.83683586,0.813658537
,788,0.836572182,0.808780488
,789,0.836334871,0.814634146
,790,0.835754779,0.814634146
,791,0.834357284,0.813658537
,792,0.835702044,0.813658537
,793,0.83659855,0.806829268
,794,0.836888596,0.804878049
,795,0.835121951,0.810731707
,796,0.838391562,0.815609756
,797,0.838233355,0.809756098
,798,0.836308504,0.810731707
,799,0.836440343,0.805853659
,800,0.834937376,0.807804878
,801,0.839578115,0.80195122
,802,0.835939354,0.807804878
,803,0.837310481,0.806829268
,804,0.837073171,0.805853659
,805,0.83976269,0.814634146
,806,0.836440343,0.815609756
,807,0.839182597,0.809756098
,808,0.836914964,0.807804878
,809,0.838206987,0.809756098
,810,0.838154252,0.808780488
,811,0.838866183,0.809756098
,812,0.835148319,0.811707317
,813,0.837600527,0.813658537
,814,0.838813448,0.811707317
,815,0.835728411,0.813658537
,816,0.838338827,0.809756098
,817,0.834963744,0.809756098
,818,0.837310481,0.811707317
,819,0.839050758,0.812682927
,820,0.836624918,0.812682927
,821,0.837732367,0.808780488
,822,0.836994067,0.808780488
,823,0.838998022,0.811707317
,824,0.836941332,0.814634146
,825,0.837996045,0.818536585
,826,0.84060646,0.817560976
,827,0.838312459,0.813658537
,828,0.836941332,0.818536585
,829,0.840738299,0.824390244
,830,0.832537904,0.820487805
,831,0.838892551,0.817560976
,832,0.835517469,0.813658537
,833,0.839103494,0.815609756
,834,0.83659855,0.812682927
,835,0.838971655,0.815609756
,836,0.837758734,0.812682927
,837,0.837073171,0.811707317
,838,0.837547792,0.811707317
,839,0.83902439,0.809756098
,840,0.837073171,0.811707317
,841,0.837547792,0.809756098
,842,0.839288069,0.809756098
,843,0.839973632,0.806829268
,844,0.835517469,0.807804878
,845,0.840922874,0.810731707
,846,0.840870138,0.811707317
,847,0.841872116,0.810731707
,848,0.839367172,0.812682927
,849,0.837837838,0.814634146
,850,0.84036915,0.813658537
,851,0.837837838,0.814634146
,852,0.841001978,0.814634146
,853,0.842478576,0.816585366
,854,0.838206987,0.814634146
,855,0.83781147,0.814634146
,856,0.840079103,0.817560976
,857,0.838549769,0.813658537
,858,0.84097561,0.812682927
,859,0.838839815,0.811707317
,860,0.83744232,0.814634146
,861,0.839868161,0.812682927
,862,0.838576137,0.804878049
,863,0.841028345,0.802926829
,864,0.839050758,0.809756098
,865,0.837310481,0.809756098
,866,0.842373105,0.811707317
,867,0.838075148,0.809756098
,868,0.839789057,0.810731707
,869,0.842399473,0.810731707
,870,0.84097561,0.810731707
,871,0.842373105,0.806829268
,872,0.838470666,0.806829268
,873,0.843823336,0.808780488
,874,0.840922874,0.813658537
,875,0.841608438,0.810731707
,876,0.840580092,0.811707317
,877,0.840342782,0.807804878
,878,0.841239288,0.808780488
,879,0.840659196,0.811707317
,880,0.845009888,0.810731707
,881,0.838233355,0.813658537
,882,0.838312459,0.815609756
,883,0.835227423,0.813658537
,884,0.840342782,0.818536585
,885,0.84158207,0.814634146
,886,0.841845748,0.817560976
,887,0.841977587,0.818536585
,888,0.839841793,0.819512195
,889,0.83757416,0.823414634
,890,0.840870138,0.820487805
,891,0.841476599,0.814634146
,892,0.841687541,0.811707317
,893,0.842663151,0.815609756
,894,0.838681608,0.814634146
,895,0.842083059,0.810731707
,896,0.840817403,0.810731707
,897,0.84242584,0.810731707
,898,0.843480554,0.810731707
,899,0.837785102,0.810731707
,900,0.84097561,0.811707317
,901,0.840263678,0.808780488
,902,0.839367172,0.807804878
,903,0.840922874,0.812682927
,904,0.840263678,0.809756098
,905,0.837284113,0.811707317
,906,0.840342782,0.810731707
,907,0.839841793,0.809756098
,908,0.841713909,0.809756098
,909,0.839314436,0.812682927
,910,0.84023731,0.812682927
,911,0.841529334,0.811707317
,912,0.842900461,0.814634146
,913,0.839709954,0.815609756
,914,0.841054713,0.815609756
,915,0.84023731,0.814634146
,916,0.842926829,0.812682927
,917,0.841502966,0.814634146
,918,0.842926829,0.816585366
,919,0.840263678,0.814634146
,920,0.839261701,0.816585366
,921,0.841872116,0.818536585
,922,0.84097561,0.819512195
,923,0.84437706,0.816585366
,924,0.842478576,0.815609756
,925,0.841898484,0.814634146
,926,0.844456163,0.814634146
,927,0.84181938,0.818536585
,928,0.841081081,0.819512195
,929,0.837837838,0.817560976
,930,0.845616348,0.818536585
,931,0.841898484,0.821463415
