"Step","eager-shadow-1 - train_accuracy","eager-shadow-1 - train_accuracy__MIN","eager-shadow-1 - train_accuracy__MAX","eager-shadow-1 - val_accuracy","eager-shadow-1 - val_accuracy__MIN","eager-shadow-1 - val_accuracy__MAX"
"597","0.9762162162162163","0.9762162162162163","0.9762162162162163","1","1","1"
"599","0.9797297297297295","0.9797297297297295","0.9797297297297295","1","1","1"
"601","0.9813513513513512","0.9813513513513512","0.9813513513513512","1","1","1"
"603","0.9778378378378376","0.9778378378378376","0.9778378378378376","1","1","1"
"605","0.9797297297297294","0.9797297297297294","0.9797297297297294","1","1","1"
"607","0.9881081081081076","0.9881081081081076","0.9881081081081076","1","1","1"
"609","0.9794594594594591","0.9794594594594591","0.9794594594594591","1","1","1"
"611","0.9778378378378378","0.9778378378378378","0.9778378378378378","1","1","1"
"613","0.9797297297297294","0.9797297297297294","0.9797297297297294","1","1","1"
"615","0.9810810810810808","0.9810810810810808","0.9810810810810808","1","1","1"
"617","0.9805405405405404","0.9805405405405404","0.9805405405405404","1","1","1"
"619","0.9851351351351348","0.9851351351351348","0.9851351351351348","1","1","1"
"621","0.9805405405405405","0.9805405405405405","0.9805405405405405","1","1","1"
"623","0.9789189189189187","0.9789189189189187","0.9789189189189187","1","1","1"
"625","0.9813513513513514","0.9813513513513514","0.9813513513513514","1","1","1"
"627","0.9797297297297294","0.9797297297297294","0.9797297297297294","1","1","1"
"629","0.9778378378378376","0.9778378378378376","0.9778378378378376","1","1","1"
"631","0.9824324324324323","0.9824324324324323","0.9824324324324323","1","1","1"
"633","0.979189189189189","0.979189189189189","0.979189189189189","1","1","1"
"635","0.9837837837837837","0.9837837837837837","0.9837837837837837","1","1","1"
"637","0.9740540540540539","0.9740540540540539","0.9740540540540539","1","1","1"
"639","0.9859459459459461","0.9859459459459461","0.9859459459459461","1","1","1"
"641","0.9737837837837836","0.9737837837837836","0.9737837837837836","1","1","1"
"643","0.975135135135135","0.975135135135135","0.975135135135135","1","1","1"
"645","0.9808108108108106","0.9808108108108106","0.9808108108108106","1","1","1"
"647","0.9799999999999995","0.9799999999999995","0.9799999999999995","1","1","1"
"649","0.9854054054054052","0.9854054054054052","0.9854054054054052","1","1","1"
"651","0.9859459459459459","0.9859459459459459","0.9859459459459459","1","1","1"
"653","0.9832432432432431","0.9832432432432431","0.9832432432432431","1","1","1"
"655","0.9813513513513512","0.9813513513513512","0.9813513513513512","1","1","1"
"657","0.9802702702702699","0.9802702702702699","0.9802702702702699","1","1","1"
"659","0.983243243243243","0.983243243243243","0.983243243243243","1","1","1"
"661","0.9851351351351346","0.9851351351351346","0.9851351351351346","1","1","1"
"663","0.985405405405405","0.985405405405405","0.985405405405405","1","1","1"
"665","0.9813513513513514","0.9813513513513514","0.9813513513513514","1","1","1"
"667","0.9808108108108108","0.9808108108108108","0.9808108108108108","1","1","1"
"669","0.9797297297297295","0.9797297297297295","0.9797297297297295","1","1","1"
"671","0.9835135135135136","0.9835135135135136","0.9835135135135136","1","1","1"
"673","0.9805405405405404","0.9805405405405404","0.9805405405405404","1","1","1"
"675","0.9854054054054052","0.9854054054054052","0.9854054054054052","1","1","1"
"677","0.9829729729729727","0.9829729729729727","0.9829729729729727","1","1","1"
"679","0.9816216216216213","0.9816216216216213","0.9816216216216213","1","1","1"
"681","0.9802702702702699","0.9802702702702699","0.9802702702702699","1","1","1"
"683","0.986216216216216","0.986216216216216","0.986216216216216","1","1","1"
"685","0.9832432432432427","0.9832432432432427","0.9832432432432427","1","1","1"
"687","0.9797297297297295","0.9797297297297295","0.9797297297297295","1","1","1"
"689","0.9840540540540538","0.9840540540540538","0.9840540540540538","1","1","1"
"691","0.9870270270270269","0.9870270270270269","0.9870270270270269","1","1","1"
"693","0.984324324324324","0.984324324324324","0.984324324324324","1","1","1"
"695","0.9824324324324323","0.9824324324324323","0.9824324324324323","1","1","1"
"697","0.9827027027027025","0.9827027027027025","0.9827027027027025","1","1","1"
"699","0.981081081081081","0.981081081081081","0.981081081081081","1","1","1"
"701","0.9883783783783784","0.9883783783783784","0.9883783783783784","1","1","1"
"703","0.977567567567567","0.977567567567567","0.977567567567567","1","1","1"
"705","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"707","0.9845945945945944","0.9845945945945944","0.9845945945945944","1","1","1"
"709","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"711","0.9808108108108106","0.9808108108108106","0.9808108108108106","1","1","1"
"713","0.988108108108108","0.988108108108108","0.988108108108108","1","1","1"
"715","0.9835135135135133","0.9835135135135133","0.9835135135135133","1","1","1"
"717","0.9864864864864865","0.9864864864864865","0.9864864864864865","1","1","1"
"719","0.981351351351351","0.981351351351351","0.981351351351351","1","1","1"
"721","0.9808108108108108","0.9808108108108108","0.9808108108108108","1","1","1"
"723","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"725","0.979189189189189","0.979189189189189","0.979189189189189","1","1","1"
"727","0.98","0.98","0.98","1","1","1"
"729","0.9808108108108106","0.9808108108108106","0.9808108108108106","1","1","1"
"731","0.9835135135135131","0.9835135135135131","0.9835135135135131","1","1","1"
"733","0.9843243243243238","0.9843243243243238","0.9843243243243238","1","1","1"
"735","0.9859459459459456","0.9859459459459456","0.9859459459459456","1","1","1"
"737","0.9867567567567563","0.9867567567567563","0.9867567567567563","1","1","1"
"739","0.984324324324324","0.984324324324324","0.984324324324324","1","1","1"
"741","0.9837837837837835","0.9837837837837835","0.9837837837837835","1","1","1"
"743","0.9859459459459456","0.9859459459459456","0.9859459459459456","1","1","1"
"745","0.9851351351351348","0.9851351351351348","0.9851351351351348","1","1","1"
"747","0.9867567567567566","0.9867567567567566","0.9867567567567566","1","1","1"
"749","0.9878378378378375","0.9878378378378375","0.9878378378378375","1","1","1"
"751","0.9891891891891886","0.9891891891891886","0.9891891891891886","1","1","1"
"753","0.9840540540540541","0.9840540540540541","0.9840540540540541","1","1","1"
"755","0.9829729729729727","0.9829729729729727","0.9829729729729727","1","1","1"
"757","0.9864864864864863","0.9864864864864863","0.9864864864864863","1","1","1"
"759","0.987297297297297","0.987297297297297","0.987297297297297","1","1","1"
"761","0.9881081081081081","0.9881081081081081","0.9881081081081081","1","1","1"
"763","0.981081081081081","0.981081081081081","0.981081081081081","1","1","1"
"765","0.9845945945945944","0.9845945945945944","0.9845945945945944","1","1","1"
"767","0.9794594594594593","0.9794594594594593","0.9794594594594593","1","1","1"
"769","0.9851351351351352","0.9851351351351352","0.9851351351351352","1","1","1"
"771","0.9851351351351352","0.9851351351351352","0.9851351351351352","1","1","1"
"773","0.9837837837837835","0.9837837837837835","0.9837837837837835","1","1","1"
"775","0.987837837837838","0.987837837837838","0.987837837837838","1","1","1"
"777","0.9856756756756756","0.9856756756756756","0.9856756756756756","1","1","1"
"779","0.9835135135135136","0.9835135135135136","0.9835135135135136","1","1","1"
"781","0.987297297297297","0.987297297297297","0.987297297297297","1","1","1"
"783","0.9864864864864865","0.9864864864864865","0.9864864864864865","1","1","1"
"785","0.9875675675675676","0.9875675675675676","0.9875675675675676","1","1","1"
"787","0.9778378378378376","0.9778378378378376","0.9778378378378376","1","1","1"
"789","0.9835135135135137","0.9835135135135137","0.9835135135135137","1","1","1"
"791","0.9870270270270269","0.9870270270270269","0.9870270270270269","1","1","1"
"793","0.9856756756756755","0.9856756756756755","0.9856756756756755","1","1","1"
"795","0.9829729729729729","0.9829729729729729","0.9829729729729729","1","1","1"
"797","0.9872972972972971","0.9872972972972971","0.9872972972972971","1","1","1"
"799","0.9832432432432433","0.9832432432432433","0.9832432432432433","1","1","1"
"801","0.9856756756756755","0.9856756756756755","0.9856756756756755","1","1","1"
"803","0.9818918918918916","0.9818918918918916","0.9818918918918916","1","1","1"
"805","0.9881081081081081","0.9881081081081081","0.9881081081081081","1","1","1"
"807","0.9856756756756755","0.9856756756756755","0.9856756756756755","1","1","1"
"809","0.9886486486486484","0.9886486486486484","0.9886486486486484","1","1","1"
"811","0.9837837837837837","0.9837837837837837","0.9837837837837837","1","1","1"
"813","0.9891891891891892","0.9891891891891892","0.9891891891891892","1","1","1"
"815","0.9899999999999999","0.9899999999999999","0.9899999999999999","1","1","1"
"817","0.988378378378378","0.988378378378378","0.988378378378378","1","1","1"
"819","0.9889189189189188","0.9889189189189188","0.9889189189189188","1","1","1"
"821","0.9845945945945942","0.9845945945945942","0.9845945945945942","1","1","1"
"823","0.9845945945945944","0.9845945945945944","0.9845945945945944","1","1","1"
"825","0.9805405405405405","0.9805405405405405","0.9805405405405405","1","1","1"
"827","0.9918918918918918","0.9918918918918918","0.9918918918918918","1","1","1"
"829","0.9832432432432431","0.9832432432432431","0.9832432432432431","1","1","1"
"831","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"833","0.9875675675675674","0.9875675675675674","0.9875675675675674","1","1","1"
"835","0.986216216216216","0.986216216216216","0.986216216216216","1","1","1"
"837","0.986216216216216","0.986216216216216","0.986216216216216","1","1","1"
"839","0.9886486486486487","0.9886486486486487","0.9886486486486487","1","1","1"
"841","0.9875675675675674","0.9875675675675674","0.9875675675675674","1","1","1"
"843","0.9894594594594592","0.9894594594594592","0.9894594594594592","1","1","1"
"845","0.9908108108108109","0.9908108108108109","0.9908108108108109","1","1","1"
"847","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"849","0.9851351351351351","0.9851351351351351","0.9851351351351351","1","1","1"
"851","0.9872972972972971","0.9872972972972971","0.9872972972972971","1","1","1"
"853","0.9824324324324323","0.9824324324324323","0.9824324324324323","1","1","1"
"855","0.9891891891891891","0.9891891891891891","0.9891891891891891","1","1","1"
"857","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"859","0.9883783783783784","0.9883783783783784","0.9883783783783784","1","1","1"
"861","0.9894594594594589","0.9894594594594589","0.9894594594594589","1","1","1"
"863","0.9867567567567567","0.9867567567567567","0.9867567567567567","1","1","1"
"865","0.9856756756756756","0.9856756756756756","0.9856756756756756","1","1","1"
"867","0.988108108108108","0.988108108108108","0.988108108108108","1","1","1"
"869","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"871","0.9881081081081078","0.9881081081081078","0.9881081081081078","1","1","1"
"873","0.9872972972972971","0.9872972972972971","0.9872972972972971","1","1","1"
"875","0.9824324324324323","0.9824324324324323","0.9824324324324323","1","1","1"
"877","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"879","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"881","0.9851351351351346","0.9851351351351346","0.9851351351351346","1","1","1"
"883","0.9889189189189188","0.9889189189189188","0.9889189189189188","1","1","1"
"885","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"887","0.9875675675675674","0.9875675675675674","0.9875675675675674","1","1","1"
"889","0.9899999999999999","0.9899999999999999","0.9899999999999999","1","1","1"
"891","0.9870270270270267","0.9870270270270267","0.9870270270270267","1","1","1"
"893","0.9889189189189188","0.9889189189189188","0.9889189189189188","1","1","1"
"895","0.9886486486486484","0.9886486486486484","0.9886486486486484","1","1","1"
"897","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"899","0.9867567567567566","0.9867567567567566","0.9867567567567566","1","1","1"
"901","0.9856756756756755","0.9856756756756755","0.9856756756756755","1","1","1"
"903","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"905","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"907","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"909","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"911","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"913","0.9897297297297298","0.9897297297297298","0.9897297297297298","1","1","1"
"915","0.9862162162162162","0.9862162162162162","0.9862162162162162","1","1","1"
"917","0.9891891891891892","0.9891891891891892","0.9891891891891892","1","1","1"
"919","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"921","0.9899999999999999","0.9899999999999999","0.9899999999999999","1","1","1"
"923","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"925","0.9913513513513513","0.9913513513513513","0.9913513513513513","1","1","1"
"927","0.9875675675675676","0.9875675675675676","0.9875675675675676","1","1","1"
"929","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"931","0.9843243243243244","0.9843243243243244","0.9843243243243244","1","1","1"
"933","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"935","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"937","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"939","0.9908108108108107","0.9908108108108107","0.9908108108108107","1","1","1"
"941","0.9908108108108109","0.9908108108108109","0.9908108108108109","1","1","1"
"943","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"945","0.9918918918918918","0.9918918918918918","0.9918918918918918","1","1","1"
"947","0.9899999999999999","0.9899999999999999","0.9899999999999999","1","1","1"
"949","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"951","0.9867567567567566","0.9867567567567566","0.9867567567567566","1","1","1"
"953","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"955","0.9894594594594597","0.9894594594594597","0.9894594594594597","1","1","1"
"957","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"959","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"961","0.9878378378378375","0.9878378378378375","0.9878378378378375","1","1","1"
"963","0.9867567567567566","0.9867567567567566","0.9867567567567566","1","1","1"
"965","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"967","0.9897297297297298","0.9897297297297298","0.9897297297297298","1","1","1"
"969","0.991081081081081","0.991081081081081","0.991081081081081","1","1","1"
"971","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"973","0.9897297297297296","0.9897297297297296","0.9897297297297296","1","1","1"
"975","0.986216216216216","0.986216216216216","0.986216216216216","1","1","1"
"977","0.9875675675675676","0.9875675675675676","0.9875675675675676","1","1","1"
"979","0.9897297297297296","0.9897297297297296","0.9897297297297296","1","1","1"
"981","0.988378378378378","0.988378378378378","0.988378378378378","1","1","1"
"983","0.9913513513513513","0.9913513513513513","0.9913513513513513","1","1","1"
"985","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"987","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"989","0.9905405405405405","0.9905405405405405","0.9905405405405405","1","1","1"
"991","0.988108108108108","0.988108108108108","0.988108108108108","1","1","1"
"993","0.9889189189189188","0.9889189189189188","0.9889189189189188","1","1","1"
"995","0.9918918918918918","0.9918918918918918","0.9918918918918918","1","1","1"
"997","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"999","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1001","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1003","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1005","0.9899999999999999","0.9899999999999999","0.9899999999999999","1","1","1"
"1007","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1009","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1011","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1013","0.9894594594594592","0.9894594594594592","0.9894594594594592","1","1","1"
"1015","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"1017","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1019","0.9954054054054051","0.9954054054054051","0.9954054054054051","1","1","1"
"1021","0.9872972972972971","0.9872972972972971","0.9872972972972971","1","1","1"
"1023","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1025","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1027","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"1029","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1031","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1033","0.992972972972973","0.992972972972973","0.992972972972973","1","1","1"
"1035","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1037","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1039","0.9932432432432432","0.9932432432432432","0.9932432432432432","1","1","1"
"1041","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1043","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"1045","0.9908108108108107","0.9908108108108107","0.9908108108108107","1","1","1"
"1047","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1049","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1051","0.9932432432432432","0.9932432432432432","0.9932432432432432","1","1","1"
"1053","0.9870270270270269","0.9870270270270269","0.9870270270270269","1","1","1"
"1055","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1057","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1059","0.9908108108108109","0.9908108108108109","0.9908108108108109","1","1","1"
"1061","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1063","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1065","0.9891891891891891","0.9891891891891891","0.9891891891891891","1","1","1"
"1067","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1069","0.9894594594594592","0.9894594594594592","0.9894594594594592","1","1","1"
"1071","0.9932432432432432","0.9932432432432432","0.9932432432432432","1","1","1"
"1073","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1075","0.988108108108108","0.988108108108108","0.988108108108108","1","1","1"
"1077","0.9897297297297296","0.9897297297297296","0.9897297297297296","1","1","1"
"1079","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"1081","0.9894594594594592","0.9894594594594592","0.9894594594594592","1","1","1"
"1083","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1085","0.9889189189189186","0.9889189189189186","0.9889189189189186","1","1","1"
"1087","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1089","0.9905405405405405","0.9905405405405405","0.9905405405405405","1","1","1"
"1091","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1093","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1095","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1097","0.9902702702702703","0.9902702702702703","0.9902702702702703","1","1","1"
"1099","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1101","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1103","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1105","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1107","0.9927027027027028","0.9927027027027028","0.9927027027027028","1","1","1"
"1109","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1111","0.9891891891891889","0.9891891891891889","0.9891891891891889","1","1","1"
"1113","0.9921621621621621","0.9921621621621621","0.9921621621621621","1","1","1"
"1115","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1117","0.9916216216216217","0.9916216216216217","0.9916216216216217","1","1","1"
"1119","0.9905405405405405","0.9905405405405405","0.9905405405405405","1","1","1"
"1121","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1123","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1125","0.9918918918918918","0.9918918918918918","0.9918918918918918","1","1","1"
"1127","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"1129","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1131","0.9902702702702703","0.9902702702702703","0.9902702702702703","1","1","1"
"1133","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1135","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1137","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1139","0.9948648648648649","0.9948648648648649","0.9948648648648649","1","1","1"
"1141","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1143","0.9927027027027022","0.9927027027027022","0.9927027027027022","1","1","1"
"1145","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1147","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1149","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1151","0.9913513513513513","0.9913513513513513","0.9913513513513513","1","1","1"
"1153","0.9891891891891886","0.9891891891891886","0.9891891891891886","1","1","1"
"1155","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1157","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1159","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1161","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1163","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1165","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1167","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1169","0.9921621621621624","0.9921621621621624","0.9921621621621624","1","1","1"
"1171","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"1173","0.9951351351351352","0.9951351351351352","0.9951351351351352","1","1","1"
"1175","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1177","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1179","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1181","0.9908108108108109","0.9908108108108109","0.9908108108108109","1","1","1"
"1183","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1185","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1187","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1189","0.9940540540540541","0.9940540540540541","0.9940540540540541","1","1","1"
"1191","0.9900000000000001","0.9900000000000001","0.9900000000000001","1","1","1"
"1193","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1195","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1197","0.9897297297297296","0.9897297297297296","0.9897297297297296","1","1","1"
"1199","0.9921621621621621","0.9921621621621621","0.9921621621621621","1","1","1"
"1201","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1203","0.993513513513513","0.993513513513513","0.993513513513513","1","1","1"
"1205","0.9854054054054052","0.9854054054054052","0.9854054054054052","1","1","1"
"1207","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1209","0.996216216216216","0.996216216216216","0.996216216216216","1","1","1"
"1211","0.9956756756756756","0.9956756756756756","0.9956756756756756","1","1","1"
"1213","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"1215","0.9899999999999995","0.9899999999999995","0.9899999999999995","1","1","1"
"1217","0.9891891891891891","0.9891891891891891","0.9891891891891891","1","1","1"
"1219","0.9943243243243243","0.9943243243243243","0.9943243243243243","1","1","1"
"1221","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1223","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1225","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1227","0.9943243243243243","0.9943243243243243","0.9943243243243243","1","1","1"
"1229","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1231","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1233","0.9916216216216216","0.9916216216216216","0.9916216216216216","1","1","1"
"1235","0.9940540540540541","0.9940540540540541","0.9940540540540541","1","1","1"
"1237","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1239","0.9924324324324324","0.9924324324324324","0.9924324324324324","1","1","1"
"1241","0.9954054054054053","0.9954054054054053","0.9954054054054053","1","1","1"
"1243","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1245","0.9889189189189186","0.9889189189189186","0.9889189189189186","1","1","1"
"1247","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1249","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1251","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1253","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1255","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1257","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1259","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1261","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"1263","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1265","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1267","0.9959459459459458","0.9959459459459458","0.9959459459459458","1","1","1"
"1269","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1271","0.9951351351351352","0.9951351351351352","0.9951351351351352","1","1","1"
"1273","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1275","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1277","0.9943243243243243","0.9943243243243243","0.9943243243243243","1","1","1"
"1279","0.9913513513513513","0.9913513513513513","0.9913513513513513","1","1","1"
"1281","0.9932432432432432","0.9932432432432432","0.9932432432432432","1","1","1"
"1283","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1285","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1287","0.9889189189189188","0.9889189189189188","0.9889189189189188","1","1","1"
"1289","0.9924324324324324","0.9924324324324324","0.9924324324324324","1","1","1"
"1291","0.9956756756756756","0.9956756756756756","0.9956756756756756","1","1","1"
"1293","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1295","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1297","0.9940540540540541","0.9940540540540541","0.9940540540540541","1","1","1"
"1299","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1301","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1303","0.9932432432432432","0.9932432432432432","0.9932432432432432","1","1","1"
"1305","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1307","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1309","0.9948648648648649","0.9948648648648649","0.9948648648648649","1","1","1"
"1311","0.9967567567567567","0.9967567567567567","0.9967567567567567","1","1","1"
"1313","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1315","0.992972972972973","0.992972972972973","0.992972972972973","1","1","1"
"1317","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1319","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1321","0.9962162162162163","0.9962162162162163","0.9962162162162163","1","1","1"
"1323","0.9927027027027028","0.9927027027027028","0.9927027027027028","1","1","1"
"1325","0.9883783783783782","0.9883783783783782","0.9883783783783782","1","1","1"
"1327","0.9962162162162163","0.9962162162162163","0.9962162162162163","1","1","1"
"1329","0.9954054054054053","0.9954054054054053","0.9954054054054053","1","1","1"
"1331","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1333","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1335","0.9951351351351352","0.9951351351351352","0.9951351351351352","1","1","1"
"1337","0.9954054054054053","0.9954054054054053","0.9954054054054053","1","1","1"
"1339","0.9962162162162163","0.9962162162162163","0.9962162162162163","1","1","1"
"1341","0.9964864864864864","0.9964864864864864","0.9964864864864864","1","1","1"
"1343","0.9905405405405405","0.9905405405405405","0.9905405405405405","1","1","1"
