audio_16block,Epoch,peachy-resonance-2 - train_accuracy__MAX,val_accuracy,,audio_8block,Epoch,peachy-resonance-2 - train_accuracy__MAX,val_accuracy,,audio_16block,Epoch,peachy-resonance-2 - train_accuracy__MAX,val_accuracy,,audio_8block,Epoch,peachy-resonance-2 - train_accuracy__MAX,val_accuracy
,309,0.829479235,0.833170732,,,309,0.767567568,0.773658537,,,,,,,,,,
,310,0.823889255,0.834146341,,,310,0.762847726,0.769756098,,,,,,,,,,
,311,0.827659855,0.84195122,,,311,0.764508899,0.779512195,,,,,,,,,,
,312,0.825629532,0.859512195,,,312,0.763322347,0.783414634,,,,,,,,,,
,313,0.826025049,0.855609756,,,313,0.765220831,0.782439024,,,,,,,,,,
,314,0.828345419,0.84,,,314,0.768174028,0.782439024,,,,,,,,,,
,315,0.826341463,0.84,,,315,0.767356625,0.777560976,,,,,,,,,,
,316,0.828266315,0.843902439,,,316,0.767857614,0.777560976,,,,,,,,,,
,317,0.828187212,0.845853659,,,317,0.766987475,0.788292683,,,,,,,,,,
,318,0.827290705,0.844878049,,,318,0.767066579,0.790243902,,,,,,,,,,
,319,0.828239947,0.831219512,,,319,0.768938695,0.775609756,,,,,,,,,,
,320,0.827132498,0.831219512,,,320,0.767514832,0.778536585,,,,,,,,,,
,321,0.828319051,0.854634146,,,321,0.766961107,0.785365854,,,,,,,,,,
,322,0.826605142,0.847804878,,,322,0.767330257,0.774634146,,,,,,,,,,
,323,0.82905735,0.84097561,,,323,0.768965063,0.791219512,,,,,,,,,,
,324,0.831324984,0.83804878,,,324,0.771021753,0.785365854,,,,,,,,,,
,325,0.827369809,0.834146341,,,325,0.767092947,0.776585366,,,,,,,,,,
,326,0.832854318,0.83902439,,,326,0.772656559,0.782439024,,,,,,,,,,
,327,0.828055372,0.827317073,,,327,0.769703362,0.769756098,,,,,,,,,,
,328,0.828661833,0.84195122,,,328,0.768332235,0.768780488,,,,,,,,,,
,329,0.832643375,0.830243902,,,329,0.770837179,0.780487805,,,,,,,,,,
,330,0.8294265,0.842926829,,,330,0.769255109,0.772682927,,,,,,,,,,
,331,0.831034937,0.84195122,,,331,0.771390903,0.785365854,,,,,,,,,,
,332,0.834937376,0.84195122,,,332,0.772287409,0.782439024,,,,,,,,,,
,333,0.831825972,0.831219512,,,333,0.771522742,0.777560976,,,,,,,,,,
,334,0.832247858,0.828292683,,,334,0.772050099,0.777560976,,,,,,,,,,
,335,0.832010547,0.827317073,,,335,0.771285432,0.776585366,,,,,,,,,,
,336,0.832089651,0.833170732,,,336,0.770705339,0.773658537,,,,,,,,,,
,337,0.83586025,0.836097561,,,337,0.773684904,0.766829268,,,,,,,,,,
,338,0.833249835,0.829268293,,,338,0.773104812,0.765853659,,,,,,,,,,
,339,0.83404087,0.835121951,,,339,0.772498352,0.764878049,,,,,,,,,,
,340,0.825735003,0.827317073,,,340,0.765616348,0.774634146,,,,,,,,,,
,341,0.835148319,0.846829268,,,341,0.77313118,0.779512195,,,,,,,,,,
,342,0.833618985,0.827317073,,,342,0.773236651,0.76195122,,,,,,,,,,
,343,0.834911009,0.824390244,,,343,0.773263019,0.762926829,,,,,,,,,,
,344,0.834805537,0.827317073,,,344,0.773579433,0.75902439,,,,,,,,,,
,345,0.833302571,0.831219512,,,345,0.773421226,0.768780488,,,,,,,,,,
,346,0.834937376,0.837073171,,,346,0.774212261,0.784390244,,,,,,,,,,
,347,0.836914964,0.828292683,,,347,0.775820699,0.780487805,,,,,,,,,,
,348,0.83404087,0.823414634,,,348,0.773843111,0.786341463,,,,,,,,,,
,349,0.833618985,0.83902439,,,349,0.772893869,0.779512195,,,,,,,,,,
,350,0.837178642,0.828292683,,,350,0.776769941,0.777560976,,,,,,,,,,
,351,0.836387607,0.848780488,,,351,0.778431114,0.777560976,,,,,,,,,,
,352,0.838075148,0.850731707,,,352,0.77690178,0.775609756,,,,,,,,,,
,353,0.839499011,0.829268293,,,353,0.777982861,0.771707317,,,,,,,,,,
,354,0.839841793,0.832195122,,,354,0.778958471,0.778536585,,,,,,,,,,
,355,0.840527357,0.845853659,,,355,0.77848385,0.782439024,,,,,,,,,,
,356,0.837415953,0.84097561,,,356,0.776849044,0.784390244,,,,,,,,,,
,357,0.837600527,0.84195122,,,357,0.777455504,0.784390244,,,,,,,,,,
,358,0.839340804,0.854634146,,,358,0.776479895,0.784390244,,,,,,,,,,
,359,0.836914964,0.827317073,,,359,0.778800264,0.784390244,,,,,,,,,,
,360,0.840105471,0.825365854,,,360,0.780355966,0.773658537,,,,,,,,,,
,361,0.840553724,0.84,,,361,0.778984838,0.783414634,,,,,,,,,,
,362,0.84400791,0.83902439,,,362,0.782386289,0.780487805,,,,,,,,,,
,363,0.839815425,0.848780488,,,363,0.778694792,0.782439024,,,,,,,,,,
,364,0.840500989,0.852682927,,,364,0.778852999,0.778536585,,,,,,,,,,
,365,0.843137772,0.843902439,,,365,0.781199736,0.784390244,,,,,,,,,,
,366,0.83818062,0.828292683,,,366,0.778220171,0.776585366,,,,,,,,,,
,367,0.840395517,0.833170732,,,367,0.779591299,0.779512195,,,,,,,,,,
,368,0.839578115,0.84195122,,,368,0.779591299,0.786341463,,,,,,,,,,
,369,0.841608438,0.834146341,,,369,0.780408701,0.784390244,,,,,,,,,,
,370,0.844060646,0.827317073,,,370,0.784838497,0.782439024,,,,,,,,,,
,371,0.845510877,0.84195122,,,371,0.784917601,0.789268293,,,,,,,,,,
,372,0.842109426,0.826341463,,,372,0.781489782,0.774634146,,,,,,,,,,
,373,0.839182597,0.810731707,,,373,0.778220171,0.775609756,,,,,,,,,,
,374,0.840263678,0.826341463,,,374,0.778932103,0.787317073,,,,,,,,,,
,375,0.842689519,0.844878049,,,375,0.782966381,0.789268293,,,,,,,,,,
,376,0.844297956,0.837073171,,,376,0.784284773,0.774634146,,,,,,,,,,
,377,0.845510877,0.84195122,,,377,0.782570864,0.783414634,,,,,,,,,,
,378,0.843559657,0.846829268,,,378,0.783388266,0.788292683,,,,,,,,,,
,379,0.84060646,0.831219512,,,379,0.781858932,0.787317073,,,,,,,,,,
,380,0.839367172,0.828292683,,,380,0.780777851,0.789268293,,,,,,,,,,
,381,0.844350692,0.835121951,,,381,0.785181279,0.794146341,,,,,,,,,,
,382,0.844166117,0.84195122,,,382,0.783915623,0.783414634,,,,,,,,,,
,383,0.845379038,0.818536585,,,383,0.784390244,0.771707317,,,,,,,,,,
,384,0.847593935,0.821463415,,,384,0.78723797,0.771707317,,,,,,,,,,
,385,0.843085036,0.83804878,,,385,0.783493738,0.777560976,,,,,,,,,,
,386,0.844482531,0.846829268,,,386,0.784205669,0.763902439,,,,,,,,,,
,387,0.849017798,0.842926829,,,387,0.788108108,0.769756098,,,,,,,,,,
,388,0.845827291,0.846829268,,,388,0.786025049,0.774634146,,,,,,,,,,
,389,0.846143705,0.850731707,,,389,0.786736981,0.781463415,,,,,,,,,,
,390,0.845563612,0.837073171,,,390,0.78504944,0.787317073,,,,,,,,,,
,391,0.846618326,0.831219512,,,391,0.785603164,0.789268293,,,,,,,,,,
,392,0.848543177,0.836097561,,,392,0.786183256,0.791219512,,,,,,,,,,
,393,0.848094924,0.829268293,,,393,0.78686882,0.788292683,,,,,,,,,,
,394,0.845405405,0.843902439,,,394,0.784759394,0.785365854,,,,,,,,,,
,395,0.849914305,0.835121951,,,395,0.788925511,0.781463415,,,,,,,,,,
,396,0.842768622,0.837073171,,,396,0.783810152,0.793170732,,,,,,,,,,
,397,0.846987475,0.861463415,,,397,0.786104153,0.784390244,,,,,,,,,,
,398,0.849176005,0.860487805,,,398,0.787870798,0.793170732,,,,,,,,,,
,399,0.847910349,0.856585366,,,399,0.786657877,0.791219512,,,,,,,,,,
,400,0.850705339,0.855609756,,,400,0.790454845,0.788292683,,,,,,,,,,
,401,0.848859591,0.826341463,,,401,0.787448912,0.767804878,,,,,,,,,,
,402,0.844878049,0.84097561,,,402,0.784785761,0.769756098,,,,,,,,,,
,403,0.850547132,0.845853659,,,403,0.787686223,0.780487805,,,,,,,,,,
,404,0.849571523,0.842926829,,,404,0.789558339,0.787317073,,,,,,,,,,
,405,0.849808833,0.837073171,,,405,0.788661833,0.780487805,,,,,,,,,,
,406,0.850257086,0.836097561,,,406,0.790613052,0.779512195,,,,,,,,,,
,407,0.850309822,0.846829268,,,407,0.791272248,0.772682927,,,,,,,,,,
,408,0.849228741,0.859512195,,,408,0.78882004,0.780487805,,,,,,,,,,
,409,0.84717205,0.850731707,,,409,0.785629532,0.773658537,,,,,,,,,,
,410,0.851680949,0.849756098,,,410,0.791641397,0.778536585,,,,,,,,,,
,411,0.848675016,0.853658537,,,411,0.789241925,0.788292683,,,,,,,,,,
,412,0.852920237,0.861463415,,,412,0.7931971,0.786341463,,,,,,,,,,
,413,0.848200396,0.852682927,,,413,0.789584707,0.795121951,,,,,,,,,,
,414,0.847488464,0.850731707,,,414,0.787396177,0.794146341,,,,,,,,,,
,415,0.850705339,0.853658537,,,415,0.792775214,0.790243902,,,,,,,,,,
,416,0.851206328,0.851707317,,,416,0.791456823,0.792195122,,,,,,,,,,
,417,0.852181938,0.858536585,,,417,0.789822017,0.789268293,,,,,,,,,,
,418,0.852630191,0.858536585,,,418,0.791034937,0.79902439,,,,,,,,,,
,419,0.851232696,0.855609756,,,419,0.791166777,0.781463415,,,,,,,,,,
,420,0.852498352,0.858536585,,,420,0.791351351,0.781463415,,,,,,,,,,
,421,0.851865524,0.854634146,,,421,0.791219512,0.782439024,,,,,,,,,,
,422,0.851285432,0.845853659,,,422,0.7924588,0.790243902,,,,,,,,,,
,423,0.853394858,0.849756098,,,423,0.792959789,0.785365854,,,,,,,,,,
,424,0.850520765,0.846829268,,,424,0.791298616,0.788292683,,,,,,,,,,
,425,0.853025709,0.843902439,,,425,0.792775214,0.788292683,,,,,,,,,,
,426,0.851364535,0.843902439,,,426,0.792036915,0.791219512,,,,,,,,,,
,427,0.851944628,0.843902439,,,427,0.790560316,0.783414634,,,,,,,,,,
,428,0.851812788,0.851707317,,,428,0.791667765,0.790243902,,,,,,,,,,
,429,0.854528675,0.84,,,429,0.793961767,0.788292683,,,,,,,,,,
,430,0.854001318,0.83902439,,,430,0.793750824,0.779512195,,,,,,,,,,
,431,0.854449572,0.835121951,,,431,0.794831905,0.784390244,,,,,,,,,,
,432,0.854317732,0.84195122,,,432,0.793487146,0.785365854,,,,,,,,,,
,433,0.856980883,0.834146341,,,433,0.796387607,0.785365854,,,,,,,,,,
,434,0.856769941,0.848780488,,,434,0.796677653,0.782439024,,,,,,,,,,
,435,0.853394858,0.843902439,,,435,0.79404087,0.784390244,,,,,,,,,,
,436,0.852682927,0.824390244,,,436,0.793645353,0.784390244,,,,,,,,,,
,437,0.855741595,0.824390244,,,437,0.795359262,0.790243902,,,,,,,,,,
,438,0.858220171,0.832195122,,,438,0.800421885,0.789268293,,,,,,,,,,
,439,0.852023731,0.830243902,,,439,0.7931971,0.787317073,,,,,,,,,,
,440,0.85531971,0.833170732,,,440,0.795754779,0.781463415,,,,,,,,,,
,441,0.855346078,0.828292683,,,441,0.796783125,0.776585366,,,,,,,,,,
,442,0.856110745,0.833170732,,,442,0.797969677,0.773658537,,,,,,,,,,
,443,0.856427159,0.834146341,,,443,0.796941332,0.775609756,,,,,,,,,,
,444,0.856110745,0.825365854,,,444,0.797152274,0.768780488,,,,,,,,,,
,445,0.855847067,0.826341463,,,445,0.795649308,0.772682927,,,,,,,,,,
,446,0.858932103,0.83902439,,,446,0.79902439,0.784390244,,,,,,,,,,
,447,0.854185893,0.84195122,,,447,0.795227423,0.790243902,,,,,,,,,,
,448,0.854897825,0.856585366,,,448,0.794884641,0.794146341,,,,,,,,,,
,449,0.856954515,0.874146341,,,449,0.797099539,0.790243902,,,,,,,,,,
,450,0.857666447,0.863414634,,,450,0.798866183,0.802926829,,,,,,,,,,
,451,0.858879367,0.854634146,,,451,0.800079103,0.8,,,,,,,,,,
,452,0.855504285,0.843902439,,,452,0.796651285,0.79804878,,,,,,,,,,
,453,0.858694792,0.848780488,,,453,0.799973632,0.795121951,,,,,,,,,,
,454,0.858773896,0.860487805,,,454,0.799261701,0.795121951,,,,,,,,,,
,455,0.859169413,0.851707317,,,455,0.798286091,0.792195122,,,,,,,,,,
,456,0.858773896,0.855609756,,,456,0.799314436,0.784390244,,,,,,,,,,
,457,0.856875412,0.848780488,,,457,0.797864206,0.784390244,,,,,,,,,,
,458,0.855978906,0.854634146,,,458,0.797125906,0.783414634,,,,,,,,,,
,459,0.857350033,0.852682927,,,459,0.797231378,0.794146341,,,,,,,,,,
,460,0.857719183,0.846829268,,,460,0.798813448,0.786341463,,,,,,,,,,
,461,0.856321688,0.849756098,,,461,0.799578115,0.788292683,,,,,,,,,,
,462,0.861858932,0.842926829,,,462,0.80279499,0.788292683,,,,,,,,,,
,463,0.858615689,0.858536585,,,463,0.799894529,0.788292683,,,,,,,,,,
,464,0.860145023,0.870243902,,,464,0.801239288,0.786341463,,,,,,,,,,
,465,0.859644034,0.862439024,,,465,0.800896506,0.793170732,,,,,,,,,,
,466,0.861410679,0.860487805,,,466,0.801924852,0.797073171,,,,,,,,,,
,467,0.860013184,0.851707317,,,467,0.79976269,0.786341463,,,,,,,,,,
,468,0.859564931,0.83902439,,,468,0.800527357,0.777560976,,,,,,,,,,
,469,0.85993408,0.826341463,,,469,0.799472643,0.783414634,,,,,,,,,,
,470,0.860355966,0.84195122,,,470,0.800500989,0.789268293,,,,,,,,,,
,471,0.860698748,0.851707317,,,471,0.802162162,0.79902439,,,,,,,,,,
,472,0.861542518,0.853658537,,,472,0.803058668,0.80097561,,,,,,,,,,
,473,0.859670402,0.867317073,,,473,0.801107449,0.804878049,,,,,,,,,,
,474,0.861964403,0.863414634,,,474,0.800738299,0.791219512,,,,,,,,,,
,475,0.863124588,0.858536585,,,475,0.803427818,0.778536585,,,,,,,,,,
,476,0.860830587,0.852682927,,,476,0.801898484,0.778536585,,,,,,,,,,
,477,0.86346737,0.857560976,,,477,0.804218853,0.787317073,,,,,,,,,,
,478,0.866394199,0.850731707,,,478,0.806117337,0.789268293,,,,,,,,,,
,479,0.861938036,0.857560976,,,479,0.803375082,0.797073171,,,,,,,,,,
,480,0.860936058,0.851707317,,,480,0.802214898,0.796097561,,,,,,,,,,
,481,0.860777851,0.861463415,,,481,0.801081081,0.790243902,,,,,,,,,,
,482,0.863230059,0.866341463,,,482,0.805431773,0.795121951,,,,,,,,,,
,483,0.861568886,0.860487805,,,483,0.801634806,0.796097561,,,,,,,,,,
,484,0.863335531,0.868292683,,,484,0.80474621,0.795121951,,,,,,,,,,
,485,0.862887278,0.861463415,,,485,0.805141727,0.793170732,,,,,,,,,,
,486,0.866394199,0.847804878,,,486,0.807382993,0.788292683,,,,,,,,,,
,487,0.862386289,0.861463415,,,487,0.804429796,0.786341463,,,,,,,,,,
,488,0.865365854,0.845853659,,,488,0.80693474,0.781463415,,,,,,,,,,
,489,0.863414634,0.861463415,,,489,0.803111404,0.790243902,,,,,,,,,,
,490,0.863731048,0.861463415,,,490,0.805036256,0.79902439,,,,,,,,,,
,491,0.861753461,0.856585366,,,491,0.804403428,0.802926829,,,,,,,,,,
,492,0.862333553,0.846829268,,,492,0.803717864,0.80195122,,,,,,,,,,
,493,0.862465392,0.854634146,,,493,0.803427818,0.79804878,,,,,,,,,,
,494,0.863520105,0.851707317,,,494,0.805721819,0.791219512,,,,,,,,,,
,495,0.863731048,0.861463415,,,495,0.805721819,0.795121951,,,,,,,,,,
,496,0.864390244,0.860487805,,,496,0.805247198,0.797073171,,,,,,,,,,
,497,0.863203691,0.867317073,,,497,0.804535267,0.787317073,,,,,,,,,,
,498,0.862465392,0.862439024,,,498,0.802874094,0.791219512,,,,,,,,,,
,499,0.865075808,0.856585366,,,499,0.806539222,0.787317073,,,,,,,,,,
,500,0.865814107,0.862439024,,,500,0.807435728,0.788292683,,,,,,,,,,
,501,0.861832564,0.864390244,,,501,0.803796968,0.802926829,,,,,,,,,,
,502,0.866921556,0.868292683,,,502,0.806855636,0.796097561,,,,,,,,,,
,503,0.864522083,0.860487805,,,503,0.806170073,0.793170732,,,,,,,,,,
,504,0.867897165,0.855609756,,,504,0.809017798,0.80097561,,,,,,,,,,
,505,0.866367831,0.848780488,,,505,0.806829268,0.791219512,,,,,,,,,,
,506,0.866235992,0.849756098,,,506,0.807593935,0.794146341,,,,,,,,,,
,507,0.863309163,0.851707317,,,507,0.805932762,0.79902439,,,,,,,,,,
,508,0.86882004,0.847804878,,,508,0.809835201,0.792195122,,,,,,,,,,
,509,0.865102175,0.861463415,,,509,0.806460119,0.794146341,,,,,,,,,,
,510,0.868239947,0.851707317,,,510,0.810837179,0.803902439,,,,,,,,,,
,511,0.868899143,0.847804878,,,511,0.809650626,0.803902439,,,,,,,,,,
,512,0.866156889,0.860487805,,,512,0.8075412,0.795121951,,,,,,,,,,
,513,0.865418589,0.860487805,,,513,0.807277521,0.797073171,,,,,,,,,,
,514,0.866288728,0.854634146,,,514,0.807356625,0.790243902,,,,,,,,,,
,515,0.869690178,0.849756098,,,515,0.809545155,0.790243902,,,,,,,,,,
,516,0.866947924,0.868292683,,,516,0.808464074,0.80195122,,,,,,,,,,
,517,0.867738958,0.871219512,,,517,0.808042189,0.80195122,,,,,,,,,,
,518,0.867185234,0.870243902,,,518,0.810758075,0.80097561,,,,,,,,,,
,519,0.868872775,0.875121951,,,519,0.810098879,0.792195122,,,,,,,,,,
,520,0.866183256,0.868292683,,,520,0.807356625,0.794146341,,,,,,,,,,
,521,0.86589321,0.867317073,,,521,0.808332235,0.795121951,,,,,,,,,,
,522,0.866763349,0.861463415,,,522,0.809228741,0.796097561,,,,,,,,,,
,523,0.866605142,0.858536585,,,523,0.806908372,0.796097561,,,,,,,,,,
,524,0.869742914,0.862439024,,,524,0.811153593,0.8,,,,,,,,,,
,525,0.867580751,0.870243902,,,525,0.811733685,0.810731707,,,,,,,,,,
,526,0.867791694,0.867317073,,,526,0.80899143,0.802926829,,,,,,,,,,
,527,0.86626236,0.859512195,,,527,0.807725775,0.796097561,,,,,,,,,,
,528,0.870507581,0.858536585,,,528,0.81350033,0.792195122,,,,,,,,,,
,529,0.86649967,0.858536585,,,529,0.808885959,0.795121951,,,,,,,,,,
,530,0.86663151,0.860487805,,,530,0.807725775,0.795121951,,,,,,,,,,
,531,0.867343441,0.859512195,,,531,0.80875412,0.79804878,,,,,,,,,,
,532,0.867106131,0.867317073,,,532,0.809255109,0.80097561,,,,,,,,,,
,533,0.867396177,0.875121951,,,533,0.809914305,0.80097561,,,,,,,,,,
,534,0.870665788,0.876097561,,,534,0.813473962,0.79804878,,,,,,,,,,
,535,0.87087673,0.873170732,,,535,0.812181938,0.79804878,,,,,,,,,,
,536,0.870428477,0.868292683,,,536,0.812841134,0.797073171,,,,,,,,,,
,537,0.870718523,0.861463415,,,537,0.813025709,0.79804878,,,,,,,,,,
,538,0.870191167,0.860487805,,,538,0.812313777,0.797073171,,,,,,,,,,
,539,0.867686223,0.859512195,,,539,0.809202373,0.802926829,,,,,,,,,,
,540,0.869189189,0.857560976,,,540,0.811390903,0.806829268,,,,,,,,,,
,541,0.871140409,0.857560976,,,541,0.813684904,0.802926829,,,,,,,,,,
,542,0.869505603,0.862439024,,,542,0.810362558,0.804878049,,,,,,,,,,
,543,0.871720501,0.855609756,,,543,0.813922215,0.8,,,,,,,,,,
,544,0.871588662,0.856585366,,,544,0.815240606,0.797073171,,,,,,,,,,
,545,0.871667765,0.861463415,,,545,0.813183916,0.79902439,,,,,,,,,,
,546,0.870059328,0.866341463,,,546,0.811364535,0.807804878,,,,,,,,,,
,547,0.869373764,0.872195122,,,547,0.812340145,0.79902439,,,,,,,,,,
,548,0.870059328,0.861463415,,,548,0.811048121,0.797073171,,,,,,,,,,
,549,0.871720501,0.870243902,,,549,0.812630191,0.8,,,,,,,,,,
,550,0.870243902,0.872195122,,,550,0.813025709,0.79902439,,,,,,,,,,
,551,0.868424522,0.866341463,,,551,0.810204351,0.8,,,,,,,,,,
,552,0.872036915,0.864390244,,,552,0.813342123,0.8,,,,,,,,,,
,553,0.87380356,0.869268293,,,553,0.81592617,0.79902439,,,,,,,,,,
,554,0.872801582,0.863414634,,,554,0.814423204,0.80097561,,,,,,,,,,
,555,0.87063942,0.862439024,,,555,0.814317732,0.797073171,,,,,,,,,,
,556,0.871351351,0.868292683,,,556,0.814291365,0.793170732,,,,,,,,,,
,557,0.873724456,0.87804878,,,557,0.816348055,0.79902439,,,,,,,,,,
,558,0.870481213,0.876097561,,,558,0.813579433,0.80195122,,,,,,,,,,
,559,0.872880686,0.865365854,,,559,0.816664469,0.804878049,,,,,,,,,,
,560,0.875438365,0.860487805,,,560,0.817455504,0.807804878,,,,,,,,,,
,561,0.872247858,0.858536585,,,561,0.812313777,0.807804878,,,,,,,,,,
,562,0.871114041,0.858536585,,,562,0.814212261,0.8,,,,,,,,,,
,563,0.873856295,0.859512195,,,563,0.816427159,0.807804878,,,,,,,,,,
,564,0.873117996,0.871219512,,,564,0.816427159,0.807804878,,,,,,,,,,
,565,0.875781147,0.870243902,,,565,0.817692815,0.807804878,,,,,,,,,,
,566,0.875543837,0.877073171,,,566,0.817218194,0.805853659,,,,,,,,,,
,567,0.873961767,0.874146341,,,567,0.815583388,0.814634146,,,,,,,,,,
,568,0.872590639,0.875121951,,,568,0.814607779,0.812682927,,,,,,,,,,
,569,0.87282795,0.875121951,,,569,0.815767963,0.80195122,,,,,,,,,,
,570,0.87380356,0.874146341,,,570,0.816374423,0.804878049,,,,,,,,,,
,571,0.874304548,0.876097561,,,571,0.817956493,0.80195122,,,,,,,,,,
,572,0.875464733,0.869268293,,,572,0.818272907,0.804878049,,,,,,,,,,
,573,0.873513514,0.867317073,,,573,0.816453527,0.80097561,,,,,,,,,,
,574,0.875517469,0.861463415,,,574,0.818905735,0.795121951,,,,,,,,,,
,575,0.876413975,0.858536585,,,575,0.819512195,0.795121951,,,,,,,,,,
,576,0.872564272,0.860487805,,,576,0.816875412,0.794146341,,,,,,,,,,
,577,0.876862228,0.866341463,,,577,0.819380356,0.791219512,,,,,,,,,,
,578,0.872933421,0.861463415,,,578,0.814686882,0.795121951,,,,,,,,,,
,579,0.873566249,0.866341463,,,579,0.817323665,0.796097561,,,,,,,,,,
,580,0.872748846,0.864390244,,,580,0.815636124,0.80097561,,,,,,,,,,
,581,0.874937376,0.872195122,,,581,0.818800264,0.802926829,,,,,,,,,,
,582,0.877310481,0.88,,,582,0.821463415,0.804878049,,,,,,,,,,
,583,0.873012525,0.867317073,,,583,0.816374423,0.795121951,,,,,,,,,,
,584,0.873935399,0.862439024,,,584,0.817297297,0.802926829,,,,,,,,,,
,585,0.876097561,0.872195122,,,585,0.819749506,0.806829268,,,,,,,,,,
,586,0.874963744,0.865365854,,,586,0.818352011,0.806829268,,,,,,,,,,
,587,0.87586025,0.869268293,,,587,0.819143045,0.804878049,,,,,,,,,,
,588,0.871114041,0.871219512,,,588,0.816058009,0.79804878,,,,,,,,,,
,589,0.875411997,0.869268293,,,589,0.818747528,0.80195122,,,,,,,,,,
,590,0.875332894,0.862439024,,,590,0.819723138,0.795121951,,,,,,,,,,
,591,0.876545814,0.862439024,,,591,0.820487805,0.80195122,,,,,,,,,,
,592,0.878206987,0.861463415,,,592,0.820408701,0.80097561,,,,,,,,,,
,593,0.874541859,0.870243902,,,593,0.818932103,0.79902439,,,,,,,,,,
,594,0.873144364,0.877073171,,,594,0.816928148,0.805853659,,,,,,,,,,
,595,0.875833883,0.871219512,,,595,0.819775873,0.805853659,,,,,,,,,,
,596,0.876466711,0.870243902,,,596,0.819116678,0.80195122,,,,,,,,,,
,597,0.876967699,0.873170732,,,597,0.821938036,0.80097561,,,,,,,,,,
,598,0.87599209,0.869268293,,,598,0.819881345,0.806829268,,,,,,,,,,
,599,0.880421885,0.87902439,,,599,0.823309163,0.803902439,,,,,,,,,,
,600,0.87343441,0.874146341,,,600,0.817165458,0.80195122,,,,,,,,,,
,601,0.87841793,0.87804878,,,601,0.821938036,0.803902439,,,,,,,,,,
,602,0.87586025,0.877073171,,,602,0.819775873,0.806829268,,,,,,,,,,
,603,0.877916941,0.868292683,,,603,0.820751483,0.803902439,,,,,,,,,,
,604,0.87902439,0.88097561,,,604,0.822570864,0.807804878,,,,,,,,,,
,605,0.874304548,0.870243902,,,605,0.816137113,0.802926829,,,,,,,,,,
,606,0.875675676,0.871219512,,,606,0.820171391,0.80195122,,,,,,,,,,
,607,0.878892551,0.88195122,,,607,0.822597231,0.80195122,,,,,,,,,,
,608,0.876994067,0.874146341,,,608,0.820751483,0.8,,,,,,,,,,
,609,0.877785102,0.874146341,,,609,0.820461437,0.79902439,,,,,,,,,,
,610,0.87659855,0.856585366,,,610,0.821199736,0.8,,,,,,,,,,
,611,0.877864206,0.869268293,,,611,0.820118655,0.79902439,,,,,,,,,,
,612,0.875886618,0.872195122,,,612,0.819828609,0.80097561,,,,,,,,,,
,613,0.8762294,0.88,,,613,0.820461437,0.805853659,,,,,,,,,,
,614,0.88036915,0.875121951,,,614,0.82444298,0.80097561,,,,,,,,,,
,615,0.874752802,0.862439024,,,615,0.818431114,0.80097561,,,,,,,,,,
,616,0.877732367,0.852682927,,,616,0.821489782,0.803902439,,,,,,,,,,
,617,0.879103494,0.861463415,,,617,0.823361898,0.8,,,,,,,,,,
,618,0.878918919,0.874146341,,,618,0.821911668,0.80195122,,,,,,,,,,
,619,0.878734344,0.875121951,,,619,0.822017139,0.794146341,,,,,,,,,,
,620,0.876071193,0.885853659,,,620,0.820962426,0.80195122,,,,,,,,,,
,621,0.882584047,0.883902439,,,621,0.827633487,0.8,,,,,,,,,,
,622,0.880158207,0.876097561,,,622,0.823546473,0.79902439,,,,,,,,,,
,623,0.877178642,0.885853659,,,623,0.821727093,0.79804878,,,,,,,,,,
,624,0.880580092,0.886829268,,,624,0.824284773,0.79804878,,,,,,,,,,
,625,0.883612393,0.88097561,,,625,0.826736981,0.796097561,,,,,,,,,,
,626,0.877336849,0.88195122,,,626,0.821489782,0.803902439,,,,,,,,,,
,627,0.878154252,0.873170732,,,627,0.823282795,0.805853659,,,,,,,,,,
,628,0.877495056,0.876097561,,,628,0.821094265,0.809756098,,,,,,,,,,
,629,0.877705999,0.87902439,,,629,0.822175346,0.805853659,,,,,,,,,,
,630,0.879604483,0.87902439,,,630,0.822307185,0.806829268,,,,,,,,,,
,631,0.881634806,0.87902439,,,631,0.82504944,0.805853659,,,,,,,,,,
,632,0.875596572,0.88,,,632,0.819828609,0.807804878,,,,,,,,,,
,633,0.879235333,0.87902439,,,633,0.823441002,0.810731707,,,,,,,,,,
,634,0.879604483,0.87804878,,,634,0.824733026,0.811707317,,,,,,,,,,
,635,0.877495056,0.871219512,,,635,0.821964403,0.807804878,,,,,,,,,,
,636,0.879973632,0.877073171,,,636,0.823071852,0.808780488,,,,,,,,,,
,637,0.879314436,0.871219512,,,637,0.822940013,0.810731707,,,,,,,,,,
,638,0.878365194,0.88,,,638,0.824548451,0.805853659,,,,,,,,,,
,639,0.881133817,0.873170732,,,639,0.825313118,0.807804878,,,,,,,,,,
,640,0.878206987,0.87804878,,,640,0.822043507,0.804878049,,,,,,,,,,
,641,0.882504944,0.876097561,,,641,0.826657877,0.804878049,,,,,,,,,,
,642,0.879288069,0.875121951,,,642,0.823309163,0.810731707,,,,,,,,,,
,643,0.880290046,0.88097561,,,643,0.824996704,0.807804878,,,,,,,,,,
,644,0.882346737,0.885853659,,,644,0.827422544,0.803902439,,,,,,,,,,
,645,0.876624918,0.875121951,,,645,0.821779829,0.811707317,,,,,,,,,,
,646,0.879973632,0.871219512,,,646,0.824258405,0.803902439,,,,,,,,,,
