"Step","valiant-frost-4 - val_accuracy","valiant-frost-4 - val_accuracy__MIN","valiant-frost-4 - val_accuracy__MAX","valiant-frost-4 - train_accuracy","valiant-frost-4 - train_accuracy__MIN","valiant-frost-4 - train_accuracy__MAX"
"79","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5486486486486488","0.5486486486486488","0.5486486486486488"
"81","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5491891891891892","0.5491891891891892","0.5491891891891892"
"83","0.5700000000000002","0.5700000000000002","0.5700000000000002","0.551081081081081","0.551081081081081","0.551081081081081"
"85","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.55","0.55","0.55"
"87","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5508108108108107","0.5508108108108107","0.5508108108108107"
"89","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5502702702702703","0.5502702702702703","0.5502702702702703"
"91","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5510810810810809","0.5510810810810809","0.5510810810810809"
"93","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5502702702702705","0.5502702702702705","0.5502702702702705"
"95","0.5700000000000002","0.5700000000000002","0.5700000000000002","0.5535135135135136","0.5535135135135136","0.5535135135135136"
"97","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5505405405405407","0.5505405405405407","0.5505405405405407"
"99","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5508108108108107","0.5508108108108107","0.5508108108108107"
"101","0.53","0.53","0.53","0.5524324324324326","0.5524324324324326","0.5524324324324326"
"103","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5535135135135137","0.5535135135135137","0.5535135135135137"
"105","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5521621621621623","0.5521621621621623","0.5521621621621623"
"107","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5508108108108107","0.5508108108108107","0.5508108108108107"
"109","0.53","0.53","0.53","0.5527027027027028","0.5527027027027028","0.5527027027027028"
"111","0.53","0.53","0.53","0.5548648648648647","0.5548648648648647","0.5548648648648647"
"113","0.53","0.53","0.53","0.5502702702702702","0.5502702702702702","0.5502702702702702"
"115","0.53","0.53","0.53","0.5524324324324326","0.5524324324324326","0.5524324324324326"
"117","0.53","0.53","0.53","0.5554054054054053","0.5554054054054053","0.5554054054054053"
"119","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5532432432432433","0.5532432432432433","0.5532432432432433"
"121","0.53","0.53","0.53","0.5532432432432434","0.5532432432432434","0.5532432432432434"
"123","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5567567567567566","0.5567567567567566","0.5567567567567566"
"125","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.560810810810811","0.560810810810811","0.560810810810811"
"127","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5567567567567568","0.5567567567567568","0.5567567567567568"
"129","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5570270270270271","0.5570270270270271","0.5570270270270271"
"131","0.53","0.53","0.53","0.561081081081081","0.561081081081081","0.561081081081081"
"133","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.558918918918919","0.558918918918919","0.558918918918919"
"135","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5586486486486485","0.5586486486486485","0.5586486486486485"
"137","0.53","0.53","0.53","0.5543243243243242","0.5543243243243242","0.5543243243243242"
"139","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5559459459459459","0.5559459459459459","0.5559459459459459"
"141","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5545945945945947","0.5545945945945947","0.5545945945945947"
"143","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5608108108108109","0.5608108108108109","0.5608108108108109"
"145","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5605405405405406","0.5605405405405406","0.5605405405405406"
"147","0.5","0.5","0.5","0.5605405405405405","0.5605405405405405","0.5605405405405405"
"149","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5594594594594593","0.5594594594594593","0.5594594594594593"
"151","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5572972972972973","0.5572972972972973","0.5572972972972973"
"153","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5597297297297298","0.5597297297297298","0.5597297297297298"
"155","0.5","0.5","0.5","0.5635135135135134","0.5635135135135134","0.5635135135135134"
"157","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5624324324324323","0.5624324324324323","0.5624324324324323"
"159","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5602702702702703","0.5602702702702703","0.5602702702702703"
"161","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.567027027027027","0.567027027027027","0.567027027027027"
"163","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5635135135135134","0.5635135135135134","0.5635135135135134"
"165","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5602702702702704","0.5602702702702704","0.5602702702702704"
"167","0.5","0.5","0.5","0.5594594594594595","0.5594594594594595","0.5594594594594595"
"169","0.5","0.5","0.5","0.5605405405405407","0.5605405405405407","0.5605405405405407"
"171","0.5","0.5","0.5","0.5675675675675674","0.5675675675675674","0.5675675675675674"
"173","0.5","0.5","0.5","0.5662162162162162","0.5662162162162162","0.5662162162162162"
"175","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5662162162162161","0.5662162162162161","0.5662162162162161"
"177","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5627027027027027","0.5627027027027027","0.5627027027027027"
"179","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5667567567567569","0.5667567567567569","0.5667567567567569"
"181","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.568108108108108","0.568108108108108","0.568108108108108"
"183","0.5","0.5","0.5","0.5686486486486486","0.5686486486486486","0.5686486486486486"
"185","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5670270270270269","0.5670270270270269","0.5670270270270269"
"187","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5691891891891891","0.5691891891891891","0.5691891891891891"
"189","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.57","0.57","0.57"
"191","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5697297297297297","0.5697297297297297","0.5697297297297297"
"193","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5694594594594594","0.5694594594594594","0.5694594594594594"
"195","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5675675675675677","0.5675675675675677","0.5675675675675677"
"197","0.5","0.5","0.5","0.565945945945946","0.565945945945946","0.565945945945946"
"199","0.53","0.53","0.53","0.5708108108108106","0.5708108108108106","0.5708108108108106"
"201","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5748648648648647","0.5748648648648647","0.5748648648648647"
"203","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5710810810810809","0.5710810810810809","0.5710810810810809"
"205","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.568108108108108","0.568108108108108","0.568108108108108"
"207","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5743243243243242","0.5743243243243242","0.5743243243243242"
"209","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5664864864864865","0.5664864864864865","0.5664864864864865"
"211","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5675675675675677","0.5675675675675677","0.5675675675675677"
"213","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5735135135135134","0.5735135135135134","0.5735135135135134"
"215","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5756756756756757","0.5756756756756757","0.5756756756756757"
"217","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5716216216216213","0.5716216216216213","0.5716216216216213"
"219","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5743243243243243","0.5743243243243243","0.5743243243243243"
"221","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5751351351351351","0.5751351351351351","0.5751351351351351"
"223","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5759459459459458","0.5759459459459458","0.5759459459459458"
"225","0.5700000000000002","0.5700000000000002","0.5700000000000002","0.5770270270270269","0.5770270270270269","0.5770270270270269"
"227","0.5700000000000002","0.5700000000000002","0.5700000000000002","0.5797297297297297","0.5797297297297297","0.5797297297297297"
"229","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.578108108108108","0.578108108108108","0.578108108108108"
"231","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.5786486486486484","0.5786486486486484","0.5786486486486484"
"233","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.5756756756756757","0.5756756756756757","0.5756756756756757"
"235","0.53","0.53","0.53","0.5797297297297297","0.5797297297297297","0.5797297297297297"
"237","0.53","0.53","0.53","0.573243243243243","0.573243243243243","0.573243243243243"
"239","0.53","0.53","0.53","0.5772972972972972","0.5772972972972972","0.5772972972972972"
"241","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5748648648648648","0.5748648648648648","0.5748648648648648"
"243","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5786486486486485","0.5786486486486485","0.5786486486486485"
"245","0.53","0.53","0.53","0.574054054054054","0.574054054054054","0.574054054054054"
"247","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5748648648648647","0.5748648648648647","0.5748648648648647"
"249","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5802702702702704","0.5802702702702704","0.5802702702702704"
"251","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5772972972972971","0.5772972972972971","0.5772972972972971"
"253","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5791891891891889","0.5791891891891889","0.5791891891891889"
"255","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5835135135135135","0.5835135135135135","0.5835135135135135"
"257","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5756756756756758","0.5756756756756758","0.5756756756756758"
"259","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5745945945945946","0.5745945945945946","0.5745945945945946"
"261","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5813513513513512","0.5813513513513512","0.5813513513513512"
"263","0.53","0.53","0.53","0.5805405405405406","0.5805405405405406","0.5805405405405406"
"265","0.53","0.53","0.53","0.5789189189189187","0.5789189189189187","0.5789189189189187"
"267","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5827027027027025","0.5827027027027025","0.5827027027027025"
"269","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5810810810810809","0.5810810810810809","0.5810810810810809"
"271","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5837837837837838","0.5837837837837838","0.5837837837837838"
"273","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5859459459459461","0.5859459459459461","0.5859459459459461"
"275","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.584054054054054","0.584054054054054","0.584054054054054"
"277","0.53","0.53","0.53","0.584054054054054","0.584054054054054","0.584054054054054"
"279","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5845945945945945","0.5845945945945945","0.5845945945945945"
"281","0.5","0.5","0.5","0.5835135135135134","0.5835135135135134","0.5835135135135134"
"283","0.5","0.5","0.5","0.588918918918919","0.588918918918919","0.588918918918919"
"285","0.5","0.5","0.5","0.5797297297297297","0.5797297297297297","0.5797297297297297"
"287","0.5","0.5","0.5","0.5837837837837837","0.5837837837837837","0.5837837837837837"
"289","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5881081081081082","0.5881081081081082","0.5881081081081082"
"291","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5840540540540541","0.5840540540540541","0.5840540540540541"
"293","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5886486486486486","0.5886486486486486","0.5886486486486486"
"295","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5859459459459461","0.5859459459459461","0.5859459459459461"
"297","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5859459459459458","0.5859459459459458","0.5859459459459458"
"299","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5886486486486485","0.5886486486486485","0.5886486486486485"
"301","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5856756756756755","0.5856756756756755","0.5856756756756755"
"303","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5862162162162161","0.5862162162162161","0.5862162162162161"
"305","0.5","0.5","0.5","0.5816216216216216","0.5816216216216216","0.5816216216216216"
"307","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5913513513513514","0.5913513513513514","0.5913513513513514"
"309","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5821621621621621","0.5821621621621621","0.5821621621621621"
"311","0.53","0.53","0.53","0.5848648648648649","0.5848648648648649","0.5848648648648649"
"313","0.53","0.53","0.53","0.5894594594594593","0.5894594594594593","0.5894594594594593"
"315","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5894594594594593","0.5894594594594593","0.5894594594594593"
"317","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5864864864864863","0.5864864864864863","0.5864864864864863"
"319","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5886486486486486","0.5886486486486486","0.5886486486486486"
"321","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5948648648648648","0.5948648648648648","0.5948648648648648"
"323","0.5","0.5","0.5","0.5862162162162161","0.5862162162162161","0.5862162162162161"
"325","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5945945945945945","0.5945945945945945","0.5945945945945945"
"327","0.53","0.53","0.53","0.5935135135135136","0.5935135135135136","0.5935135135135136"
"329","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5932432432432432","0.5932432432432432","0.5932432432432432"
"331","0.5","0.5","0.5","0.5872972972972973","0.5872972972972973","0.5872972972972973"
"333","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.591081081081081","0.591081081081081","0.591081081081081"
"335","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5916216216216217","0.5916216216216217","0.5916216216216217"
"337","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5905405405405406","0.5905405405405406","0.5905405405405406"
"339","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5905405405405406","0.5905405405405406","0.5905405405405406"
"341","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5959459459459459","0.5959459459459459","0.5959459459459459"
"343","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.591891891891892","0.591891891891892","0.591891891891892"
"345","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5948648648648648","0.5948648648648648","0.5948648648648648"
"347","0.53","0.53","0.53","0.5935135135135133","0.5935135135135133","0.5935135135135133"
"349","0.53","0.53","0.53","0.5991891891891892","0.5991891891891892","0.5991891891891892"
"351","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.5986486486486486","0.5986486486486486","0.5986486486486486"
"353","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6005405405405405","0.6005405405405405","0.6005405405405405"
"355","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5967567567567567","0.5967567567567567","0.5967567567567567"
"357","0.5","0.5","0.5","0.5994594594594591","0.5994594594594591","0.5994594594594591"
"359","0.5","0.5","0.5","0.5964864864864865","0.5964864864864865","0.5964864864864865"
"361","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5991891891891892","0.5991891891891892","0.5991891891891892"
"363","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5975675675675676","0.5975675675675676","0.5975675675675676"
"365","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.5964864864864865","0.5964864864864865","0.5964864864864865"
"367","0.5","0.5","0.5","0.6005405405405403","0.6005405405405403","0.6005405405405403"
"369","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5991891891891888","0.5991891891891888","0.5991891891891888"
"371","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5959459459459459","0.5959459459459459","0.5959459459459459"
"373","0.5","0.5","0.5","0.6021621621621623","0.6021621621621623","0.6021621621621623"
"375","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5989189189189188","0.5989189189189188","0.5989189189189188"
"377","0.5","0.5","0.5","0.6021621621621621","0.6021621621621621","0.6021621621621621"
"379","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.5986486486486485","0.5986486486486485","0.5986486486486485"
"381","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6035135135135133","0.6035135135135133","0.6035135135135133"
"383","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6016216216216216","0.6016216216216216","0.6016216216216216"
"385","0.5","0.5","0.5","0.6110810810810811","0.6110810810810811","0.6110810810810811"
"387","0.53","0.53","0.53","0.6032432432432433","0.6032432432432433","0.6032432432432433"
"389","0.53","0.53","0.53","0.6051351351351351","0.6051351351351351","0.6051351351351351"
"391","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6056756756756755","0.6056756756756755","0.6056756756756755"
"393","0.53","0.53","0.53","0.6035135135135133","0.6035135135135133","0.6035135135135133"
"395","0.5","0.5","0.5","0.6091891891891893","0.6091891891891893","0.6091891891891893"
"397","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6035135135135133","0.6035135135135133","0.6035135135135133"
"399","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6075675675675676","0.6075675675675676","0.6075675675675676"
"401","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6037837837837838","0.6037837837837838","0.6037837837837838"
"403","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.607027027027027","0.607027027027027","0.607027027027027"
"405","0.5","0.5","0.5","0.6064864864864865","0.6064864864864865","0.6064864864864865"
"407","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.606216216216216","0.606216216216216","0.606216216216216"
"409","0.5","0.5","0.5","0.6086486486486486","0.6086486486486486","0.6086486486486486"
"411","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6097297297297297","0.6097297297297297","0.6097297297297297"
"413","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6086486486486486","0.6086486486486486","0.6086486486486486"
"415","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.604054054054054","0.604054054054054","0.604054054054054"
"417","0.5","0.5","0.5","0.6118918918918919","0.6118918918918919","0.6118918918918919"
"419","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6089189189189188","0.6089189189189188","0.6089189189189188"
"421","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6121621621621621","0.6121621621621621","0.6121621621621621"
"423","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6100000000000001","0.6100000000000001","0.6100000000000001"
"425","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6045945945945947","0.6045945945945947","0.6045945945945947"
"427","0.5","0.5","0.5","0.6110810810810812","0.6110810810810812","0.6110810810810812"
"429","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6094594594594593","0.6094594594594593","0.6094594594594593"
"431","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6148648648648648","0.6148648648648648","0.6148648648648648"
"433","0.5","0.5","0.5","0.6129729729729732","0.6129729729729732","0.6129729729729732"
"435","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6148648648648649","0.6148648648648649","0.6148648648648649"
"437","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6137837837837838","0.6137837837837838","0.6137837837837838"
"439","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6143243243243242","0.6143243243243242","0.6143243243243242"
"441","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6175675675675675","0.6175675675675675","0.6175675675675675"
"443","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6208108108108109","0.6208108108108109","0.6208108108108109"
"445","0.5","0.5","0.5","0.6110810810810812","0.6110810810810812","0.6110810810810812"
"447","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6148648648648647","0.6148648648648647","0.6148648648648647"
"449","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6156756756756758","0.6156756756756758","0.6156756756756758"
"451","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.62","0.62","0.62"
"453","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6178378378378379","0.6178378378378379","0.6178378378378379"
"455","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.616216216216216","0.616216216216216","0.616216216216216"
"457","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.62","0.62","0.62"
"459","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6167567567567568","0.6167567567567568","0.6167567567567568"
"461","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6191891891891891","0.6191891891891891","0.6191891891891891"
"463","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.622162162162162","0.622162162162162","0.622162162162162"
"465","0.53","0.53","0.53","0.624054054054054","0.624054054054054","0.624054054054054"
"467","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6224324324324325","0.6224324324324325","0.6224324324324325"
"469","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.6172972972972972","0.6172972972972972","0.6172972972972972"
"471","0.53","0.53","0.53","0.6186486486486484","0.6186486486486484","0.6186486486486484"
"473","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6243243243243246","0.6243243243243246","0.6243243243243246"
"475","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6216216216216214","0.6216216216216214","0.6216216216216214"
"477","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.613783783783784","0.613783783783784","0.613783783783784"
"479","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6181081081081081","0.6181081081081081","0.6181081081081081"
"481","0.53","0.53","0.53","0.615945945945946","0.615945945945946","0.615945945945946"
"483","0.53","0.53","0.53","0.6162162162162163","0.6162162162162163","0.6162162162162163"
"485","0.5599999999999999","0.5599999999999999","0.5599999999999999","0.6237837837837837","0.6237837837837837","0.6237837837837837"
"487","0.5100000000000001","0.5100000000000001","0.5100000000000001","0.6235135135135135","0.6235135135135135","0.6235135135135135"
"489","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.6189189189189189","0.6189189189189189","0.6189189189189189"
"491","0.53","0.53","0.53","0.6248648648648648","0.6248648648648648","0.6248648648648648"
"493","0.5500000000000004","0.5500000000000004","0.5500000000000004","0.6205405405405404","0.6205405405405404","0.6205405405405404"
"495","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.621891891891892","0.621891891891892","0.621891891891892"
"497","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6337837837837837","0.6337837837837837","0.6337837837837837"
"499","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6245945945945945","0.6245945945945945","0.6245945945945945"
"501","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6251351351351352","0.6251351351351352","0.6251351351351352"
"503","0.53","0.53","0.53","0.6281081081081081","0.6281081081081081","0.6281081081081081"
"505","0.5399999999999995","0.5399999999999995","0.5399999999999995","0.6245945945945944","0.6245945945945944","0.6245945945945944"
"507","0.53","0.53","0.53","0.6243243243243246","0.6243243243243246","0.6243243243243246"
"509","0.53","0.53","0.53","0.6278378378378376","0.6278378378378376","0.6278378378378376"
"511","0.53","0.53","0.53","0.6251351351351351","0.6251351351351351","0.6251351351351351"
"513","0.5199999999999997","0.5199999999999997","0.5199999999999997","0.6245945945945944","0.6245945945945944","0.6245945945945944"
