"Step","glamorous-meadow-1 - train_accuracy","glamorous-meadow-1 - train_accuracy__MIN","glamorous-meadow-1 - train_accuracy__MAX","glamorous-meadow-1 - val_accuracy","glamorous-meadow-1 - val_accuracy__MIN","glamorous-meadow-1 - val_accuracy__MAX"
"149","0.5648648648648649","0.5648648648648649","0.5648648648648649","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"151","0.5583783783783783","0.5583783783783783","0.5583783783783783","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"153","0.561081081081081","0.561081081081081","0.561081081081081","0.53","0.53","0.53"
"155","0.5648648648648649","0.5648648648648649","0.5648648648648649","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"157","0.562972972972973","0.562972972972973","0.562972972972973","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"159","0.5618918918918918","0.5618918918918918","0.5618918918918918","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"161","0.5629729729729729","0.5629729729729729","0.5629729729729729","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"163","0.5597297297297299","0.5597297297297299","0.5597297297297299","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"165","0.5586486486486488","0.5586486486486488","0.5586486486486488","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"167","0.5613513513513514","0.5613513513513514","0.5613513513513514","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"169","0.5627027027027026","0.5627027027027026","0.5627027027027026","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"171","0.5662162162162162","0.5662162162162162","0.5662162162162162","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"173","0.5667567567567567","0.5667567567567567","0.5667567567567567","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"175","0.5645945945945946","0.5645945945945946","0.5645945945945946","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"177","0.5635135135135134","0.5635135135135134","0.5635135135135134","0.53","0.53","0.53"
"179","0.5640540540540543","0.5640540540540543","0.5640540540540543","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"181","0.5664864864864864","0.5664864864864864","0.5664864864864864","0.53","0.53","0.53"
"183","0.5670270270270272","0.5670270270270272","0.5670270270270272","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"185","0.567027027027027","0.567027027027027","0.567027027027027","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"187","0.5672972972972973","0.5672972972972973","0.5672972972972973","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"189","0.5678378378378377","0.5678378378378377","0.5678378378378377","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"191","0.5699999999999998","0.5699999999999998","0.5699999999999998","0.53","0.53","0.53"
"193","0.5694594594594595","0.5694594594594595","0.5694594594594595","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"195","0.5683783783783783","0.5683783783783783","0.5683783783783783","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"197","0.5654054054054054","0.5654054054054054","0.5654054054054054","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"199","0.572162162162162","0.572162162162162","0.572162162162162","0.5","0.5","0.5"
"201","0.572162162162162","0.572162162162162","0.572162162162162","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"203","0.5732432432432435","0.5732432432432435","0.5732432432432435","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"205","0.5683783783783785","0.5683783783783785","0.5683783783783785","0.53","0.53","0.53"
"207","0.5754054054054054","0.5754054054054054","0.5754054054054054","0.53","0.53","0.53"
"209","0.5708108108108109","0.5708108108108109","0.5708108108108109","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"211","0.5678378378378377","0.5678378378378377","0.5678378378378377","0.5","0.5","0.5"
"213","0.5745945945945945","0.5745945945945945","0.5745945945945945","0.53","0.53","0.53"
"215","0.5743243243243241","0.5743243243243241","0.5743243243243241","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"217","0.5735135135135134","0.5735135135135134","0.5735135135135134","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"219","0.5764864864864864","0.5764864864864864","0.5764864864864864","0.53","0.53","0.53"
"221","0.5735135135135138","0.5735135135135138","0.5735135135135138","0.53","0.53","0.53"
"223","0.5756756756756756","0.5756756756756756","0.5756756756756756","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"225","0.5789189189189189","0.5789189189189189","0.5789189189189189","0.53","0.53","0.53"
"227","0.5789189189189188","0.5789189189189188","0.5789189189189188","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"229","0.5770270270270269","0.5770270270270269","0.5770270270270269","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"231","0.5781081081081082","0.5781081081081082","0.5781081081081082","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"233","0.5770270270270269","0.5770270270270269","0.5770270270270269","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"235","0.5816216216216216","0.5816216216216216","0.5816216216216216","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"237","0.5743243243243241","0.5743243243243241","0.5743243243243241","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"239","0.5775675675675676","0.5775675675675676","0.5775675675675676","0.53","0.53","0.53"
"241","0.5783783783783784","0.5783783783783784","0.5783783783783784","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"243","0.5802702702702701","0.5802702702702701","0.5802702702702701","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"245","0.5718918918918919","0.5718918918918919","0.5718918918918919","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"247","0.5745945945945945","0.5745945945945945","0.5745945945945945","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"249","0.5824324324324324","0.5824324324324324","0.5824324324324324","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"251","0.5724324324324322","0.5724324324324322","0.5724324324324322","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"253","0.5791891891891893","0.5791891891891893","0.5791891891891893","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"255","0.5854054054054053","0.5854054054054053","0.5854054054054053","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"257","0.579189189189189","0.579189189189189","0.579189189189189","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"259","0.5724324324324324","0.5724324324324324","0.5724324324324324","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"261","0.578108108108108","0.578108108108108","0.578108108108108","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"263","0.5786486486486486","0.5786486486486486","0.5786486486486486","0.53","0.53","0.53"
"265","0.5794594594594594","0.5794594594594594","0.5794594594594594","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"267","0.5851351351351352","0.5851351351351352","0.5851351351351352","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"269","0.5797297297297296","0.5797297297297296","0.5797297297297296","0.5","0.5","0.5"
"271","0.585135135135135","0.585135135135135","0.585135135135135","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"273","0.5845945945945945","0.5845945945945945","0.5845945945945945","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"275","0.5835135135135133","0.5835135135135133","0.5835135135135133","0.53","0.53","0.53"
"277","0.582972972972973","0.582972972972973","0.582972972972973","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"279","0.5835135135135132","0.5835135135135132","0.5835135135135132","0.53","0.53","0.53"
"281","0.5827027027027025","0.5827027027027025","0.5827027027027025","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"283","0.5854054054054053","0.5854054054054053","0.5854054054054053","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"285","0.582162162162162","0.582162162162162","0.582162162162162","0.53","0.53","0.53"
"287","0.5864864864864865","0.5864864864864865","0.5864864864864865","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"289","0.5854054054054052","0.5854054054054052","0.5854054054054052","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"291","0.5840540540540541","0.5840540540540541","0.5840540540540541","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"293","0.5902702702702701","0.5902702702702701","0.5902702702702701","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"295","0.5864864864864865","0.5864864864864865","0.5864864864864865","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"297","0.589189189189189","0.589189189189189","0.589189189189189","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"299","0.5881081081081082","0.5881081081081082","0.5881081081081082","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"301","0.5862162162162162","0.5862162162162162","0.5862162162162162","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"303","0.5867567567567568","0.5867567567567568","0.5867567567567568","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"305","0.5864864864864866","0.5864864864864866","0.5864864864864866","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"307","0.5945945945945947","0.5945945945945947","0.5945945945945947","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"309","0.5854054054054054","0.5854054054054054","0.5854054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"311","0.5867567567567566","0.5867567567567566","0.5867567567567566","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"313","0.5899999999999999","0.5899999999999999","0.5899999999999999","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"315","0.5902702702702701","0.5902702702702701","0.5902702702702701","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"317","0.5889189189189189","0.5889189189189189","0.5889189189189189","0.59","0.59","0.59"
"319","0.5921621621621621","0.5921621621621621","0.5921621621621621","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"321","0.5916216216216217","0.5916216216216217","0.5916216216216217","0.59","0.59","0.59"
"323","0.5859459459459457","0.5859459459459457","0.5859459459459457","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"325","0.5932432432432431","0.5932432432432431","0.5932432432432431","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"327","0.5964864864864864","0.5964864864864864","0.5964864864864864","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"329","0.594054054054054","0.594054054054054","0.594054054054054","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"331","0.59","0.59","0.59","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"333","0.5935135135135133","0.5935135135135133","0.5935135135135133","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"335","0.5929729729729729","0.5929729729729729","0.5929729729729729","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"337","0.5894594594594595","0.5894594594594595","0.5894594594594595","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"339","0.5918918918918918","0.5918918918918918","0.5918918918918918","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"341","0.5975675675675672","0.5975675675675672","0.5975675675675672","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"343","0.5945945945945943","0.5945945945945943","0.5945945945945943","0.53","0.53","0.53"
"345","0.5956756756756756","0.5956756756756756","0.5956756756756756","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"347","0.5948648648648647","0.5948648648648647","0.5948648648648647","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"349","0.5954054054054053","0.5954054054054053","0.5954054054054053","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"351","0.6002702702702702","0.6002702702702702","0.6002702702702702","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"353","0.5994594594594594","0.5994594594594594","0.5994594594594594","0.53","0.53","0.53"
"355","0.594054054054054","0.594054054054054","0.594054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"357","0.5981081081081078","0.5981081081081078","0.5981081081081078","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"359","0.5972972972972972","0.5972972972972972","0.5972972972972972","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"361","0.6002702702702702","0.6002702702702702","0.6002702702702702","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"363","0.5959459459459459","0.5959459459459459","0.5959459459459459","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"365","0.5981081081081081","0.5981081081081081","0.5981081081081081","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"367","0.6005405405405405","0.6005405405405405","0.6005405405405405","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"369","0.5991891891891891","0.5991891891891891","0.5991891891891891","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"371","0.5978378378378377","0.5978378378378377","0.5978378378378377","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"373","0.5991891891891893","0.5991891891891893","0.5991891891891893","0.5799999999999995","0.5799999999999995","0.5799999999999995"
"375","0.5981081081081081","0.5981081081081081","0.5981081081081081","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"377","0.6051351351351351","0.6051351351351351","0.6051351351351351","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"379","0.6005405405405403","0.6005405405405403","0.6005405405405403","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"381","0.6024324324324325","0.6024324324324325","0.6024324324324325","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"383","0.6","0.6","0.6","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"385","0.6078378378378377","0.6078378378378377","0.6078378378378377","0.53","0.53","0.53"
"387","0.6005405405405405","0.6005405405405405","0.6005405405405405","0.53","0.53","0.53"
"389","0.6027027027027028","0.6027027027027028","0.6027027027027028","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"391","0.5986486486486485","0.5986486486486485","0.5986486486486485","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"393","0.6045945945945944","0.6045945945945944","0.6045945945945944","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"395","0.6078378378378378","0.6078378378378378","0.6078378378378378","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"397","0.6027027027027028","0.6027027027027028","0.6027027027027028","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"399","0.6045945945945945","0.6045945945945945","0.6045945945945945","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"401","0.6016216216216215","0.6016216216216215","0.6016216216216215","0.5","0.5","0.5"
"403","0.6054054054054053","0.6054054054054053","0.6054054054054053","0.5","0.5","0.5"
"405","0.6072972972972973","0.6072972972972973","0.6072972972972973","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"407","0.6075675675675674","0.6075675675675674","0.6075675675675674","0.5","0.5","0.5"
"409","0.6048648648648648","0.6048648648648648","0.6048648648648648","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"411","0.6108108108108109","0.6108108108108109","0.6108108108108109","0.5","0.5","0.5"
"413","0.6064864864864865","0.6064864864864865","0.6064864864864865","0.5","0.5","0.5"
"415","0.6051351351351352","0.6051351351351352","0.6051351351351352","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"417","0.6091891891891893","0.6091891891891893","0.6091891891891893","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"419","0.6105405405405403","0.6105405405405403","0.6105405405405403","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"421","0.6113513513513513","0.6113513513513513","0.6113513513513513","0.53","0.53","0.53"
"423","0.6086486486486486","0.6086486486486486","0.6086486486486486","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"425","0.6051351351351352","0.6051351351351352","0.6051351351351352","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"427","0.611081081081081","0.611081081081081","0.611081081081081","0.53","0.53","0.53"
"429","0.6062162162162164","0.6062162162162164","0.6062162162162164","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"431","0.6121621621621621","0.6121621621621621","0.6121621621621621","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"433","0.6124324324324324","0.6124324324324324","0.6124324324324324","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"435","0.6148648648648649","0.6148648648648649","0.6148648648648649","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"437","0.611081081081081","0.611081081081081","0.611081081081081","0.53","0.53","0.53"
"439","0.613783783783784","0.613783783783784","0.613783783783784","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"441","0.614054054054054","0.614054054054054","0.614054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"443","0.622162162162162","0.622162162162162","0.622162162162162","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"445","0.6121621621621621","0.6121621621621621","0.6121621621621621","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"447","0.6148648648648648","0.6148648648648648","0.6148648648648648","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"449","0.6183783783783785","0.6183783783783785","0.6183783783783785","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"451","0.6194594594594595","0.6194594594594595","0.6194594594594595","0.53","0.53","0.53"
"453","0.6189189189189189","0.6189189189189189","0.6189189189189189","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"455","0.6189189189189189","0.6189189189189189","0.6189189189189189","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"457","0.6208108108108108","0.6208108108108108","0.6208108108108108","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"459","0.6162162162162163","0.6162162162162163","0.6162162162162163","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"461","0.6172972972972972","0.6172972972972972","0.6172972972972972","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"463","0.6232432432432433","0.6232432432432433","0.6232432432432433","0.5","0.5","0.5"
"465","0.6267567567567568","0.6267567567567568","0.6267567567567568","0.5100000000000001","0.5100000000000001","0.5100000000000001"
"467","0.6216216216216216","0.6216216216216216","0.6216216216216216","0.53","0.53","0.53"
"469","0.6208108108108108","0.6208108108108108","0.6208108108108108","0.5199999999999997","0.5199999999999997","0.5199999999999997"
"471","0.617027027027027","0.617027027027027","0.617027027027027","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"473","0.622972972972973","0.622972972972973","0.622972972972973","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"475","0.6202702702702705","0.6202702702702705","0.6202702702702705","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"477","0.6202702702702704","0.6202702702702704","0.6202702702702704","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"479","0.6172972972972973","0.6172972972972973","0.6172972972972973","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"481","0.6172972972972973","0.6172972972972973","0.6172972972972973","0.5700000000000002","0.5700000000000002","0.5700000000000002"
"483","0.6213513513513516","0.6213513513513516","0.6213513513513516","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"485","0.6235135135135135","0.6235135135135135","0.6235135135135135","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"487","0.6264864864864863","0.6264864864864863","0.6264864864864863","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"489","0.6202702702702702","0.6202702702702702","0.6202702702702702","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"491","0.624054054054054","0.624054054054054","0.624054054054054","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"493","0.6237837837837841","0.6237837837837841","0.6237837837837841","0.5399999999999995","0.5399999999999995","0.5399999999999995"
"495","0.6235135135135135","0.6235135135135135","0.6235135135135135","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"497","0.6310810810810811","0.6310810810810811","0.6310810810810811","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"499","0.6243243243243244","0.6243243243243244","0.6243243243243244","0.5599999999999999","0.5599999999999999","0.5599999999999999"
"501","0.6256756756756758","0.6256756756756758","0.6256756756756758","0.5500000000000004","0.5500000000000004","0.5500000000000004"
"503","0.6264864864864865","0.6264864864864865","0.6264864864864865","0.5399999999999995","0.5399999999999995","0.5399999999999995"
